rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R88743947,i139487847,jerry,richard,gardner,m,9,17/10/2007, 438  Chesterville  Road , Bentleigh  East ,3165.0,VIC, 03  5613  6738 ,gardner2@yahoo.com,secondary-school,,0.0,,0,2016-01-15T22:09+00:00
R49202368,g102238469,grey,william,edwards,f,48,9/6/1968, 10  Lisle  Street , Golden  Square ,3555.0,VIC, 03  0357  1106 ,tbhfjnicrs@yahoo.com,senior-secondary-school,taxi-driver,19622.0, 6898  5973  9954  9196 ,33,2016-05-25T10:22+00:00
R69338178,d138387916,traci,palmer,anderson,f,52,4/4/1968, 1  cornelius  crescent  maranu  park ,healesville,3777.0,vic, 03  5480  7653 ,traci.anderson@yahoo.com,diploma,other-technician,121456.0, 4490  0302  8542  5624 ,31,2018-06-03t18:14+00:00
R79098616,b171996086,james,ray,ricketson,f,51,30/5/1966, 50  Taylor  Street ,Lakemba,2195.0,NSW, 02  3054  3128 ,kpjgchdiip@aol.com,secondary-school,other-labourer,13845.0, 2040  5213  3195  3489 ,25,2007-02-05T17:01+00:00
R45124403,f112344540,meredith,thi,best,f,63,13/5/1957, 65  Good  Street ,Westmead,2145.0,NSW, 02  4826  1757 ,meredith.best@hotmail.com,diploma,other-worker,64570.0, 5380  7375  5955  1557 ,43,2019-08-12T17:18+00:00
R20107035,g152071003,kathleen,synqwaniece,hill,f,56,26/11/1964, 50  ocean  street  flt  16 ,woollahra,2025.0,nsw, 02  7320  3899 ,hill.kathleen@yahoo.com,bachelor-degree,health-professional,, 0331  2113  1059  4207 ,37,2020-04-18t21:44+00:00
R41489788,a184879184,thomas,rajkumar,phelps,f,16,2/2/2003, 10  Ozone  Road , Bayswater  North ,3153.0,VIC, 03  4154  6439 ,thomas18@yahoo.com,senior-secondary-school,casual-worker,0.0, 0542  5123  7698  8551 ,2,2019-06-10T03:50+00:00
R38819898,d189891838,gary,oliver,ettari,f,24,6/1/1995, Quinns  Road ,Woodvale,3556.0,VIC, 03  0119  5253 ,gary.simpson@mail.com,doctoral-degree,legal-professional,144934.0, 6240  9841  1060  3694 ,6,2019-09-04T06:47+00:00
R08237559,a103789525,elizabeth,lee,davis,f,12,29/8/2008, 2  high  west  street  haven  court ,ararat,3377.0,vic, 03  2203  8796 ,benfhkmdlq@aol.com,secondary-school,,0.0,,0,2020-05-03t03:23+00:00
R75459828,d158752984,kevin,,teague,m,58,23/8/1962, 31  harwood  road  dalebrook , dairy  plains ,7304.0,tas, 03  0028  1962 ,kevin39@hotmail.com,senior-secondary-school,clerks,-9999.0, 9748  7085  5760  9164 ,39,2020-07-06t13:10+00:00
R36827146,e124613786,rakeem,,cohen,f,6,6/1/2010, 2  Kingstown  Road ,Woodberry,2322.0,NSW, 02  9952  9546 ,rakeem.cohen@mail.com,primary-school,,0.0,,0,2016-05-22T13:43+00:00
R54611472,h142415716,william,elbert,autry,m,58,17/8/1959, 61  Balfour  Crescent ,Wanniassa,2903.0,ACT, 02  8514  9807 ,autry92@yahoo.com,secondary-school,casual-worker,5537.0, 2573  7275  9441  7031 ,35,2010-06-02T09:14+00:00
R39629972,b139929762,patricia,brooke,saya,f,56,8/2/1964, 3  blackwood  road  blackwood ,penshurst,3289.0,vic, 03  8593  4951 ,saya77@mail.com,certificate-ii,engineering-worker,52144.0, 6344  0964  2010  3786 ,35,2018-10-02t09:53+00:00
R66951098,d158669109,herman,lacey,golda,m,54,18/6/1966, 85  hester  street  cambrai  vlge ,merriwa,6030.0,wa, 08  8379  8554 ,,certificate-iv,automotive-worker,85687.0, 9195  3673  4948  1166 ,32,2017-09-27t24:38+00:00
R61617583,d118516367,jennifer,mills,beach,f,55,11/7/1965, 9  Stacy  Street ,Gowrie,2904.0,ACT, 02  7636  2090 ,jennifer82@gmail.com,senior-secondary-school,taxi-driver,16033.0, 8521  6085  1110  2512 ,36,2020-03-27T22:12+00:00
R90503400,a139000045,joseph,nicholas,washington,f,5,25/7/2013, Kilvinton  Vlge , Castle  Hill ,2154.0,NSW, 02  9383  6055 ,kbfikkjdsj@hotmail.com,primary-school,,0.0,,0,2018-01-25T10:49+00:00
R11383985,d131138985,kevin,ellis,jones,m,54,20/4/1966, 165  banumum  road  ford  inlet ,mansfield,3724.0,vic, 03  7431  7667 ,,bachelor-degree,ict-technician,71000.0, 6216  4627  9292  5500 ,28,2013-06-13t12:28+00:00
R03437893,b180937334,judson,lynn,burnia,m,50,12/6/1970, 40  parap  road  finance  house ,darwin,800.0,nt, 08  4867  2226 ,judson94@mail.com.au,graduate-diploma,health-professional,92745.0, 9184  4753  4182  6288 ,31,2020-03-13t16:17+00:00
R18691295,b189219156,virginia,,bradshaw,f,60,20/9/1960, 72  wellington  street  toll  house  cottage ,longford,7301.0,tas,,virginia.bradshaw@aol.com,senior-secondary-school,factory-worker,15170.0, 9487  3475  3612  4509 ,39,2018-09-11t14:06+00:00
R16095372,h153760192,donald,john,cain,m,7,27/8/2010, 8  Hutchinson  Street , Bardwell  Park ,2207.0,NSW, 02  6683  9353 ,cain.donald@yahoo.com,primary-school,,0.0,,0,2017-12-07T16:59+00:00
R53474267,e164472753,cindy,deese,ballance,f,52,12/12/1968, 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  7151  3261 ,cindy.ballance@mail.com,certificate-iv,automotive-worker,76284.0, 4986  0658  9887  6905 ,33,2020-04-04t19:15+00:00
R79790421,d110979742,jamar,harry,cooper,f,75,27/2/1945, 109  whitlam  square  connaught ,sydney,2000.0,nsw, 02  1901  7976 ,cooper.jamar@aol.com,advance-diploma,education-professional,, 2036  8110  4515  3667 ,56,2020-06-19t08:29+00:00
R41072753,i124375071,miguel,douglas,nelsen,m,23,12/12/1997, 31  hall  road  pearces  creek ,booyong,2480.0,nsw, 02  6948  0169 ,nelsen.miguel@yahoo.com,certificate-iii,other-technician,-9999.0, 1560  2232  0197  7549 ,4,2020-03-02t23:47+00:00
R97025594,d190259475,brandon,blake,price,f,69,27/6/1951, Matthew  Flinders  Way ,Nhulunbuy,880.0,NT,,,graduate-diploma,art-media-professional,-9999.0, 4651  1690  2572  1866 ,50,2020-07-18T24:40+00:00
R94863192,c189962134,ann,eatmon,gordon,f,70,24/11/1948, 22  yates  street  daisy  park ,rosewood,4340.0,qld, 07  9556  7022 ,ann.gordon@mail.com.au,certificate-i,clerical-worker,-9999.0, 4113  0047  2185  9947 ,53,2018-10-23T18:59+00:00
R05466634,d136046564,terrance,dequanta,tackett,f,65,19/11/1954, 8  Princes  Highway ,Unanderra,2526.0,NSW,,terrance.tackett@hotmail.com,advance-diploma,health-professional,-9999.0, 4413  3555  9468  7649 ,41,2013-08-16T05:57+00:00
R33109660,d130109366,manlin,spearman,robinson,f,21,11/8/1995, 7  McIvor  Street ,Dallas,3047.0,VIC, 03  6733  8656 ,evans.manlin@hotmail.com,secondary-school,casual-worker,6648.0, 7660  7839  4885  0316 ,6,2016-10-25T22:03+00:00
R87973190,c193078791,denise,elizabeth,west,f,38,5/4/1981, 20  Alawa  Crescent ,Alawa,810.0,NT, 08  9232  0006 ,denise64@gmail.com,graduate-diploma,education-professional,-9999.0, 2114  3091  9382  7117 ,20,2019-01-01T06:17+00:00
R17915136,h119317561,milton,fredrick,salazar,m,32,5/7/1984, 108  Sheehy  Street , North  Rockhampton ,4701.0,QLD, 07  2948  3154 ,salazar94@mail.com.au,certificate-iv,ict-technician,71627.0, 8476  2749  0725  1520 ,17,2016-10-26T15:18+00:00
R68568687,h165688876,harrison,peter,haywood,m,76,20/8/1944, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  4340  0234 ,harrison.haywood@hotmail.com,certificate-i,re-tired,0.0, 2307  4908  8321  3863 ,45,2020-07-25t20:25+00:00
R52109238,a198120235,lisa,renee,hallyburton,f,55,22/2/1965, 4  chevron  rise  seaview ,nerang,4211.0,qld, 07  5285  8628 ,bijrdlmkmt@hotmail.com,senior-secondary-school,machinary-driver,, 6508  2445  4103  6285 ,34,2018-06-17t15:31+00:00
R62740657,g125660747,john,virgil,mills,m,17,23/7/2003, 1440  kin  kin  road  jondell ,wolvi,4570.0,qld, 07  6547  1889 ,mills97@hotmail.com,senior-secondary-school,casual-worker,0.0, 8002  5835  7842  8585 ,2,2020-04-25t10:26+00:00
R75065223,f156507232,meng,wess,cobb,f,30,3/11/1988, 4  Laundess  Avenue ,Panania,2213.0,NSW, 02  5537  0997 ,cobb48@mail.com,senior-secondary-school,clerks,42955.0, 5435  0417  2066  8908 ,11,2016-05-22T05:32+00:00
R14843071,e134084117,wendy,anne,moore,f,53,21/3/1967, 32  Colleran  Way ,Booragoon,6154.0,WA, 08  8647  7870 ,rrjgapdkto@mail.com.au,bachelor-degree,education-professional,124663.0, 9427  1677  1993  4339 ,34,2020-04-15T19:13+00:00
R92269850,f168092529,hugo,,hines,m,10,30/5/2010, 1  oenpelli  street  community  oenpelli ,oenpelli,822.0,nt, 08  1312  5396 ,hugo.hines@gmail.com,primary-school,,0.0,,0,2020-07-23t03:21+00:00
R56182216,c112616582,william,,carter,f,73,15/2/1947, 6264  castlereagh  highway  grunty  fen , running  stream ,2850.0,nsw, 02  4216  7020 ,william18@gmail.com,advance-diploma,art-media-professional,119405.0, 2623  2757  0070  5272 ,52,2018-01-26t05:10+00:00
R68958782,c187658829,harold,anthony,brown,f,10,15/9/2010, 9  canberra  avenue  southside  cvan  park ,fyshwick,2609.0,act, 02  0031  3386 ,amhmkfjspc@aol.com,primary-school,,0.0,,0,2020-02-08t24:35+00:00
R03179574,f103754719,jason,antonio,holland,m,33,6/9/1987, 1  memorial  avenue  eight  divisional ,gunnedah,2380.0,nsw, 02  2805  4606 ,,graduate-certificate,manager,175338.0, 0745  0910  4533  8203 ,14,2020-06-15t22:12+00:00
R57838385,f185875338,burton,montgomery,sadowski,m,26,3/5/1994, 1  males  drive  gelou  estate ,tara,4421.0,qld, 07  7212  7115 ,burton11@hotmail.com,bachelor-degree,legal-professional,89296.0, 9869  6266  5862  7116 ,7,2020-06-16t19:07+00:00
R11803596,a113608519,rose,clarke,kintner,f,50,15/7/1968, 6  Buttercup  Close ,Loganlea,4131.0,QLD, 07  5287  1925 ,kjglhfstma@mail.com,certificate-iii,ict-technician,-9999.0, 9508  3731  7657  7487 ,32,2017-10-17T05:08+00:00
R20554951,g115590524,jasper,jerry,stutts,m,71,11/12/1948, 34  Dowling  Place , Manly  West ,4179.0,QLD, 07  2676  6475 ,,diploma,other-worker,66653.0, 5833  4064  0927  4608 ,52,2018-04-11T20:20+00:00
R82548352,d143828525,james,john,lensing,m,60,16/12/1960, 16  bakker  drive  granny  flat ,bonville,2441.0,nsw, 02  8280  7494 ,james.lensing@yahoo.com,secondary-school,casual-worker,6510.0, 1285  3766  9029  4086 ,38,2017-08-19t09:02+00:00
R60205278,b120862507,wayne,mitchell,jessup,f,58,23/4/1962, 777  urila  street  tilembeya ,queanbeyan,2620.0,nsw, 02  3059  3510 ,jessup.wayne@yahoo.com,masters-degree,legal-professional,124548.0, 9721  8054  0160  2078 ,36,2017-11-17t13:02+00:00
R00861296,g108190266,catherine,bailey,arrington,f,18,28/4/2002, 674  st  andrews  road  kangaroo  grd , panton  hill ,3759.0,vic, 03  2811  3139 ,catherine.arrington@mail.com.au,senior-secondary-school,casual-worker,-9999.0, 7680  6316  0750  8595 ,1,2020-03-15t07:44+00:00
R75400548,b107458540,mona,,duke,f,50,19/5/1967, 21  Bolton  Street ,Newcastle,2300.0,NSW, 02  6536  4119 ,,bachelor-degree,legal-professional,146397.0, 4606  9569  8277  7519 ,34,2017-12-05T21:46+00:00
R89742298,e127898429,spencer,link,denson,m,61,27/7/1959, 157  marconi  street  henry  kendall  bayside , bonnells  bay ,2264.0,nsw,,obkepkhfen@gmail.com,doctoral-degree,art-media-professional,90219.0, 8790  5171  5118  7800 ,42,2020-02-24t05:50+00:00
R64280510,c146205108,frank,carlos,hodge,m,30,20/1/1990, 71  lorraine  avenue  berkeley  vlge , berkeley  vale ,2261.0,nsw, 02  8815  1960 ,frank49@mail.com.au,bachelor-degree,ict-professional,-9999.0, 5977  6668  6296  0110 ,11,2020-02-22t05:12+00:00
R78616758,c168516787,tripti,kenitra,thompson,f,40,19/12/1979, 3  Selbourne  Street , Ascot  Vale ,3032.0,VIC, 03  9130  0074 ,tqgdkhshbe@gmail.com,senior-secondary-school,cleaner,-9999.0, 6416  6476  9686  9653 ,22,2019-04-06T11:37+00:00
R82319201,i119201283,patricia,,bowles,f,30,31/12/1990, 3  belmore  street  shamrock  glen ,bowral,2576.0,nsw, 02  6264  4992 ,nqhtsjcaqd@aol.com,certificate-ii,other-worker,89157.0, 5825  7650  1494  8648 ,11,2020-07-18t21:36+00:00
R58715947,d117557849,snehal,dustin,rogers,m,24,25/10/1996, 1  mungi  road  wylie ,moura,4718.0,qld, 07  3292  0883 ,rogers92@hotmail.com,senior-secondary-school,secretary,33810.0, 6051  5854  6648  1255 ,5,2020-04-06t23:43+00:00
R36580505,g155836005,michelle,b,hobden,f,40,5/3/1980, 2  cobden  place  hebron  park ,parkes,2870.0,nsw, 02  3667  4304 ,michelle63@aol.com,diploma,other-worker,72589.0, 5351  4796  6862  5731 ,11,2010-05-09t11:42+00:00
R60843165,d110863465,janice,raiaelina,lewis,f,33,30/12/1987, 190  lorraine  avenue  berkeley  vlge , berkeley  vale ,2261.0,nsw, 02  5346  4602 ,lewis8@mail.com,bachelor-degree,other-technician,122732.0, 9574  0382  3964  4796 ,14,2020-05-04t19:32+00:00
R42088539,i185940382,pam,murphy,grimes,f,34,1/1/1985, 3  Capricorn  Avenue , Doncaster  East ,3109.0,VIC, 03  3120  9303 ,grimes55@aol.com,diploma,other-technician,-9999.0, 9471  5721  4492  9804 ,16,2019-08-04T21:40+00:00
R82752384,h184273258,joy,ashburn,walker,f,6,2/12/2014, 2  deakin  place  villa  1 ,kirrawee,2232.0,nsw, 02  2223  1815 ,mfmkdcrijq@gmail.com,primary-school,,-9999.0,,0,2020-05-22t17:01+00:00
R68690998,e198968609,meredith,elaine,dickens,f,61,20/11/1959, 130  georges  road  horton  vale ,ceres,3221.0,vic, 03  0706  2068 ,meredith36@hotmail.com,advance-diploma,health-professional,-9999.0, 5010  0510  1478  5179 ,38,2016-08-02t17:06+00:00
R78897305,i185079378,linda,peterson,kingman,f,60,6/3/1957, 50  Lillipilli  Street ,Vincent,4814.0,QLD, 07  2846  2766 ,kingman.linda@hotmail.com,certificate-iv,other-technician,, 6199  9463  4812  7322 ,44,2017-12-20T17:51+00:00
R07425228,i157228204,daniel,scott,glasbrook,m,59,15/11/1961, 784  gan  gan  road  middle  rock  cvan  p , anna  bay ,2316.0,nsw, 02  0661  5256 ,glasbrook.daniel@mail.com,senior-secondary-school,taxi-driver,13238.0, 5758  9238  5706  8160 ,40,2020-01-20t14:36+00:00
R77729013,i117279037,lawson,william,akers,f,18,24/2/1998, Wendy  Way ,Noonamah,837.0,NT, 08  8092  9184 ,akers.lawson@yahoo.com,certificate-iv,construction-worker,, 6689  3601  4914  0671 ,3,2016-09-13T08:41+00:00
R29031990,g192910039,brandon,ray,thompson,m,58,2/8/1961, 11  Silversands  Drive ,Berrara,2540.0,NSW, 02  6691  9704 ,,certificate-i,clerks,30535.0, 4279  3130  0730  4503 ,38,2017-11-08T23:41+00:00
R68832464,d162488364,darrnell,lynn,harpe,f,14,15/8/2004, 230  dunmore  street  shaw  house , pendle  hill ,2145.0,nsw,,,senior-secondary-school,casual-worker,-9999.0, 6615  6011  1247  5089 ,3,2018-08-16T23:33+00:00
R91620010,i160920011,bryant,asa,moore,f,67,15/8/1953, 502  moss  vale  road  mt  eymard  retiremt  vlge ,bowral,2576.0,nsw, 02  8239  5776 ,moore.bryant@yahoo.com,graduate-diploma,general-manager,140259.0, 4049  7370  6642  7422 ,27,1999-08-08t11:53+00:00
R32846403,a138434206,meredith,leigh,pendergraph,f,66,12/10/1954, 581  port  hacking  road  sth  road ,caringbah,2229.0,nsw, 02  7510  1174 ,fjsiomjdao@aol.com,certificate-iii,automotive-worker,93411.0, 3174  8186  0098  9595 ,47,2020-02-22t03:22+00:00
R81846576,g178465861,christopher,g,walker,m,18,30/11/2002, 538  hopewell  road  blks  500 , darwin  river ,822.0,nt, 08  9151  8412 ,walker.christopher@mail.com.au,senior-secondary-school,casual-worker,0.0, 9110  2284  4402  0107 ,1,2020-04-02t16:18+00:00
R51020346,g145321060,kenneth,terry,kirby,f,62,17/4/1956, Freyers  Road ,Corowa,2646.0,NSW, 02  9045  8417 ,kirby91@gmail.com,certificate-iv,ict-technician,104940.0, 1225  7716  5672  1151 ,41,2014-08-01T21:35+00:00
R97537718,i153877917,sandra,r,chyatte,f,60,13/1/1960, 138  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa,,chyatte59@yahoo.com,advance-diploma,health-professional,138818.0, 0723  3686  7852  1873 ,41,2020-04-07t09:37+00:00
R54425122,e154125242,mitchell,john,dysart,m,15,10/6/2002, 27  Dugdale  Avenue ,Taree,2430.0,NSW, 02  3502  5308 ,dysart69@aol.com,senior-secondary-school,casual-worker,0.0, 6982  7526  2917  9412 ,1,2017-05-14T24:50+00:00
R50812392,a198120235,lisa,renee,hallyburton,f,51,22/2/1965, 13  Lone  Pine  Avenue ,Chatswood,2067.0,NSW, 02  5938  0814 ,bijrdlmkmt@hotmail.com,senior-secondary-school,machinary-driver,, 6508  2445  4103  6285 ,34,2014-10-15T14:43+00:00
R87188302,e118820738,mark,,robinson,m,41,8/9/1979, 327  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  3990  0558 ,mark.robinson@mail.com,certificate-ii,other-service-worker,65220.0, 7838  6631  3543  8457 ,22,2020-03-10t06:04+00:00
R06866604,b160064866,joseph,francis,harrington,f,15,10/12/2002, 15  Conder  Street ,Weston,2611.0,ACT, 02  7392  1312 ,harrington.joseph@mail.com,senior-secondary-school,casual-worker,0.0, 4559  3160  7372  0882 ,1,2017-10-11T18:10+00:00
R06068196,f186906601,arthur,william,connolly,m,66,23/3/1954, 5  dakkabin  street  raaf  base ,darwin,800.0,nt, 08  3481  2970 ,,senior-secondary-school,taxi-driver,14116.0, 6063  1058  0341  6006 ,47,2020-06-19t14:52+00:00
R78081580,f171058088,ralph,,carroll,f,51,19/1/1965, 2  Kintore  Place ,Gunn,832.0,NT, 08  3915  1104 ,ralph.carroll@gmail.com,bachelor-degree,ict-professional,126685.0, 6376  2458  5591  1324 ,36,2016-09-19T07:45+00:00
R40663905,g136905604,danny,thomas,trantham,f,13,24/1/2007, 1644  sutton  road  the  anchorage ,wamboin,2620.0,nsw, 02  7428  8611 ,trantham.danny@hotmail.com,secondary-school,,0.0,,0,2020-01-23t10:23+00:00
R75853495,c173985455,mark,elibenjamin,stamey,f,64,7/7/1954, 122  Raglan  Street ,Mosman,2088.0,NSW, 02  3211  5035 ,mark47@gmail.com,secondary-school,un-employed,1664.0, 9001  2181  4421  8080 ,47,2018-01-14T10:29+00:00
R65623473,b123364765,elbert,edmund,robinson,f,68,25/11/1948, 49  Burke  Street ,Ayr,4807.0,QLD, 07  4567  1270 ,ecbdfgrdon@aol.com,certificate-i,clerks,43149.0, 4733  8711  4726  5502 ,53,2016-11-25T17:22+00:00
R72730251,f135272710,timothy,devaude,wiggs,f,13,2/9/2007, 16  Bay  Road ,Innisfail,4860.0,QLD, 07  3766  5804 ,wiggs78@mail.com.au,secondary-school,,0.0,,0,2020-03-05T20:16+00:00
R11649632,f111432966,oliver,,haynes,f,64,15/10/1956, 721  houghlahans  creek  road  surprise  farms , pearces  creek ,2477.0,nsw, 02  7130  8201 ,oliver.haynes@mail.com.au,certificate-i,clerical-worker,42826.0, 7234  8337  8801  2193 ,45,2020-07-01t22:58+00:00
R18482639,g138241689,christine,gaines,tenaro,f,26,13/10/1990, 11  Empire  Street ,Mornington,3931.0,VIC, 03  6430  7255 ,christine.tenaro@hotmail.com,advance-diploma,other-technician,103749.0, 8994  6010  4387  6468 ,11,2016-03-03T07:18+00:00
R22227752,c127225227,luis,james,swinson,f,55,17/1/1965, 13  Thrush  Court ,Wulagi,812.0,NT, 08  5480  6609 ,eetepkspem@yahoo.com,certificate-iv,construction-worker,-9999.0, 0650  6634  2432  8890 ,32,2016-08-09T07:43+00:00
R07862423,e134728620,johnny,christian,danner,m,48,10/12/1972, 21  cavenagh  street  the  metro ,darwin,800.0,nt, 08  6339  0854 ,danner.johnny@yahoo.com,certificate-ii,other-worker,57288.0, 2886  3873  3950  1929 ,26,2017-09-22t08:44+00:00
R92617939,c131996972,marie,laflora,terraglio,f,24,31/3/1996, 1  bergen  crescent  ashleigh  house ,sale,3850.0,vic, 03  7236  4152 ,marie37@yahoo.com,senior-secondary-school,taxi-driver,18221.0, 7333  5856  8594  4910 ,5,2020-04-09t02:06+00:00
R27684718,b188124776,clyde,cameron,ward,m,60,11/10/1960, 17  queen  street  flt  1 , sandy  bay ,7006.0,tas, 03  7311  6450 ,clyde.ward@hotmail.com,advance-diploma,other-technician,, 5020  8543  7989  3917 ,40,2019-12-18t18:52+00:00
R14313062,e133106421,bryant,,gerald,f,37,12/7/1983, 94  swift  street  lakeside  vlge ,ballina,2478.0,nsw, 02  7757  0568 ,bryant.gerald@hotmail.com,diploma,construction-worker,88618.0, 6997  4845  9325  0427 ,18,2020-01-20t07:15+00:00
R36288920,c128062389,joel,patrick,logan,m,18,26/12/2002, 11  colooli  road  cutler  village ,narrabeen,2101.0,nsw, 02  7059  9234 ,joel41@yahoo.com,senior-secondary-school,casual-worker,0.0, 0034  8948  3608  6814 ,1,2020-05-18t01:42+00:00
R93112491,b111949312,brandon,rayvon,godleski,m,19,21/11/2000, 127  maidens  brush  road  henry  kendall  vlge ,wyoming,2250.0,nsw, 02  8606  0535 ,godleski94@gmail.com,certificate-i,other-clerical-worker,37168.0, 3999  8363  9936  2273 ,1,2019-02-21T08:40+00:00
R52586951,d125586519,benjamin,matthew,johansson,m,62,31/3/1958, 642  tucks  road  whistlewood ,shoreham,3916.0,vic, 03  2130  5234 ,benjamin.johansson@gmail.com,advance-diploma,ict-technician,-9999.0, 3230  2024  2928  7664 ,43,2020-04-26t17:48+00:00
R01051432,b111430025,belinda,little,collins,f,20,1/6/1997, 36  Kapool  Crescent ,Malak,812.0,NT, 08  5477  9488 ,belinda.collins@aol.com,secondary-school,farm-worker,11938.0, 5165  9376  3708  9735 ,4,2017-02-27T24:26+00:00
R47534038,g144805373,carl,john,mcgrath,f,37,5/10/1983, 1  milikapiti  street  snake  bay , melville  island ,822.0,nt, 08  4841  1147 ,,masters-degree,manager,181646.0, 9821  1145  0791  7927 ,18,2020-06-16t24:54+00:00
R69021602,a102692061,william,shawn,parish,f,24,21/5/1992, 38  Newman  Street ,Newtown,2042.0,NSW, 02  1462  5319 ,watkins.william@gmail.com,diploma,other-technician,106834.0, 7811  2944  4074  2428 ,9,2016-09-20T18:33+00:00
R89794002,i100482997,jonathan,emil,routh,m,76,5/7/1944, 8  Stuart  South  Highway , Alice  Springs ,870.0,NT, 08  6077  3749 ,jonathan.routh@gmail.com,certificate-i,re-tired,0.0, 7964  3896  9895  9473 ,45,2020-02-03T06:33+00:00
R61783615,d118516367,jennifer,mills,farmer,f,55,11/7/1965, 355  stud  road  villa  maria  society , wantirna  south ,3152.0,vic,,jennifer82@gmail.com,senior-secondary-school,taxi-driver,16033.0, 8521  6085  1110  2512 ,36,2020-01-06t21:41+00:00
R78211237,d132821717,james,w,reese,f,67,15/8/1949, 69  Stones  Road , Sunnybank  Hills ,4109.0,QLD, 07  6409  7461 ,jrddhtcltm@aol.com,senior-secondary-school,secretary,, 2110  7870  5489  0279 ,50,2014-12-06T03:25+00:00
R70216036,h170206136,dmitry,mckinley,hathaway,f,60,31/7/1960, 503  tea  tree  road  strathallan ,teatree,7017.0,tas,,hathaway34@yahoo.com,senior-secondary-school,taxi-driver,16025.0, 6167  2019  1779  2462 ,26,2005-04-25t22:17+00:00
R31438436,g163481334,jerrayle,mitchell,adams,f,48,29/12/1969, 4  Kamilaroi  Road ,Bayview,2104.0,NSW, 02  6413  5729 ,,certificate-iii,ict-technician,120677.0, 1875  2094  5325  1881 ,32,2017-01-25T08:39+00:00
R14807018,f184807110,johnny,lesher,jones,m,15,22/2/2004, Cobram  Road ,Yarrawonga,3730.0,VIC, 03  4414  4912 ,johnny.jones@yahoo.com,senior-secondary-school,casual-worker,0.0, 1349  5448  9664  6076 ,3,2019-01-24T01:39+00:00
R82171432,i113478212,gina,eve,cook,f,47,3/2/1973, 17  Rintel  Court ,Warragul,3820.0,VIC, 03  9287  6620 ,gina29@mail.com,diploma,automotive-worker,, 4840  5396  1047  3875 ,28,2020-09-22T16:50+00:00
R51426954,i112495465,shannon,d,zeak,f,23,29/8/1997, 205  densleys  road  boyanda ,dalyston,3992.0,vic, 03  8327  9153 ,hglmtpihta@mail.com.au,secondary-school,farm-worker,10587.0, 8878  3191  7041  0121 ,4,2020-02-17t06:27+00:00
R33036701,c167033013,yazmin,bennett,bichler,f,13,12/8/2007, 9  cavenagh  street  national  mutual  centre ,darwin,800.0,nt,,bichler36@gmail.com,secondary-school,,0.0,,0,2020-04-12t16:10+00:00
R73322587,d172273853,jeffrey,gregory,bryan,m,71,9/11/1949, 168  Camden  Street ,Newtown,2042.0,NSW, 02  6586  6406 ,roteottotq@aol.com,senior-secondary-school,taxi-driver,, 2946  9246  9094  8628 ,52,2020-03-25T19:31+00:00
R87048356,d185384760,thomas,baxter,coe,f,65,2/11/1955, 147  peel  (west)  street  flt  1 ,summerhill,7250.0,tas, 03  8101  0717 ,,certificate-i,health-support-worker,71127.0, 4441  0679  4075  4455 ,40,2014-03-09t18:10+00:00
R78570231,b187273051,joshua,shaunri,mantooth,f,59,21/2/1957, 50  Kerrigan  Street , Nelson  Bay ,2315.0,NSW, 02  2954  2424 ,mantooth.joshua@hotmail.com,graduate-certificate,legal-professional,109699.0, 3526  1625  1309  9459 ,44,2016-08-09T14:10+00:00
R15754142,c175215414,mary,janeil,marsh,f,29,8/8/1991, 71  rutleys  road  mecca  caravan  park , mannering  park ,2259.0,nsw, 02  0292  4358 ,mary96@hotmail.com,certificate-i,clerks,-9999.0, 8136  7203  1679  8383 ,10,2020-05-10t24:15+00:00
R83804779,e137878049,hermino,wayne,grady,m,49,21/12/1971, 13  cunningham  avenue  pintari , main  beach ,4217.0,qld, 07  3098  8211 ,grady.hermino@mail.com.au,secondary-school,shop-assistent,, 2034  1036  6101  2096 ,25,2015-09-06t22:27+00:00
R45443034,a143044543,kendra,goins,edwards,f,27,24/3/1993, 23  Gregory  Street ,Coogee,2034.0,NSW, 02  3184  9453 ,misgoaattb@mail.com.au,certificate-iii,other-technician,74027.0, 2315  1116  1665  9952 ,8,2020-11-10T15:32+00:00
R28823384,e128843283,ralph,,dixon,f,43,12/6/1977, 55  brennans  east  road  park  view , arthurs  creek ,3099.0,vic, 03  1169  2182 ,,advance-diploma,education-professional,141426.0, 2597  8723  5072  4837 ,24,2020-07-08t15:40+00:00
R68446027,h146864270,daniel,william,parker,m,52,13/7/1968, 14  franklin  road  moondah , west  pennant  hills ,2125.0,nsw, 02  5973  9635 ,daniel100@mail.com.au,certificate-ii,other-service-worker,54819.0, 0071  1017  1673  7156 ,30,2017-11-07t02:37+00:00
R28552018,d182058215,brooke,marsh,milloway,f,19,16/4/2001, 1  ryrie  street  homeview ,michelago,2620.0,nsw, 02  8577  9497 ,,certificate-iv,construction-worker,98151.0, 9641  7281  8090  1067 ,0,2020-06-11t03:22+00:00
