ssn,first_name_education,middle_name_education,last_name_education,gender_education,current_age,birth_date_education,street_address_education,suburb_education,postcode_education,state_education,phone_education,email_education,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,first_name_medical,middle_name_medical,last_name_medical,gender_medical,age_at_consultation,birth_date_medical,medicare_number,street_address_medical,suburb_medical,postcode_medical,state_medical,phone_medical,email_medical,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
c142234549,patricia,achsah,pathroff,f,6,15/3/2010, 58  Kestrel  Circuit ,Wulagi,812.0,NT, 08  3085  3064 ,patricia29@hotmail.com,primary-school,,0.0,,0,2016-05-15T02:12+00:00,patricia,achsah,pathroff,f,10,15/03/2010, 1048  34204  1  3 , 2  norman  street  qegc  house ,ballarat,3350.0,vic, 03  4236  1547 ,patricia29@hotmail.com,,144,28,13,71,74,0,cervical-radiculopathy,2020-07-01t16:42+00:00
f123935815,judy,marin,richards,f,66,24/10/1954, 58  green  lane  rocklyn  west ,orange,2800.0,nsw,,judy1@aol.com,senior-secondary-school,taxi-driver,14813.0, 0830  4115  9477  2846 ,42,2015-09-05t22:55+00:00,judy,marin,richards,f,64,24/10/1954, 1569  69475  2  1 , 58  green  lane  rocklyn  west ,orange,2800.0,nsw,,judy1@aol.com,married-de-facto,184,72,21,78,135,0,cataract---od,2018-11-20t22:43+00:00
i180945858,heavenny,michelle,antrilli,f,65,16/6/1953, 16  Hamptworth  Street , Elizabeth  Vale ,5112.0,SA, 08  6531  7973 ,antrilli.heavenny@yahoo.com,bachelor-degree,legal-professional,84310.0, 3873  0566  3667  3487 ,48,2018-11-22T22:43+00:00,heavenny,michelle,antrilli,f,58,16/06/1953, 4133  16131  1  2 , 775  back  eildon  road  the  ponds ,eildon,3713.0,vic,,antrilli.heavenny@yahoo.com,married,169,-99,44,73,22,0,sleep-apnea,2011-05-19t04:31+00:00
e157778647,jason,patrick,higgins,m,28,27/5/1992, 6  Waterford  Circuit , Seaford  Rise ,5169.0,SA, 08  0805  1730 ,jason.higgins@mail.com.au,certificate-i,personal-services-worker,54095.0, 3514  2981  2855  6899 ,9,2020-06-08T02:58+00:00,jason,patrick,higgins,m,23,27/05/1992, 7186  55190  1  3 , 361  seventh  avenue  lynbrook , eden  park ,3757.0,vic, 03  8017  1110 ,jason.higgins@mail.com.au,married,188,131,37,77,154,0,drowsiness,2015-07-12t12:50+00:00
h169079533,jerry,morrison,mclemore,f,67,11/5/1953, 20  isabella  street  cabrini  medical  centre ,malvern,3144.0,vic,,,diploma,construction-worker,81731.0, 9148  0635  9379  6776 ,46,2018-10-18t22:14+00:00,jerry,morrison,mclemore,f,61,11/05/1953, 4615  53968  1  2 , 79  parfitt  road  caravn  89  wangaratta  caravan ,wangaratta,3677.0,vic, 03  1507  0221 ,jerry2@yahoo.com,married,177,111,35,80,167,0,depressed-mood,2014-03-01t01:40+00:00
f151513626,kelsie,howard,mallard,m,61,5/11/1959, 146  loxton  road  greenland ,wandsworth,2365.0,nsw, 02  4253  0103 ,kelsie3@yahoo.com,senior-secondary-school,personal-assistant,-9999.0, 9814  9176  0382  5355 ,41,2019-09-13t18:55+00:00,kelsie,,mallard,m,57,05/11/1959, 7726  83649  2  2 , 146  loxton  road  greenland ,wandsworth,2365.0,nsw,,kelsie3@yahoo.com,separated,172,122,41,75,254,0,abdominal-discomfort,2016-07-06t02:26+00:00
a115354832,ambar,r,vance,f,62,5/5/1958, 12  albermarle  place  cameray  court ,phillip,2606.0,act, 02  6351  0140 ,ambar95@hotmail.com,diploma,construction-worker,81268.0, 1922  2498  8602  9707 ,43,2020-05-23t14:47+00:00,ambar,r,vance,f,56,05/05/1958, 2313  79987  1  1 , 468  parkwood  road  the  cottage ,macgregor,2615.0,act,,,not-married,185,113,33,69,175,1,low-energy,2014-07-19t07:31+00:00
c110817947,matthew,lee,brame,m,62,9/11/1958, 132  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  1356  1507 ,brame.matthew@yahoo.com,certificate-iii,automotive-worker,-9999.0, 1189  9353  4208  6525 ,38,2015-09-23t19:53+00:00,matthew,lee,brame,m,54,09/11/1958, 9712  30483  2  2 , 132  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa,,brame.matthew.yahoo.com,married-de-facto,184,69,20,74,213,0,fall,2014-08-04t06:28+00:00
d105814409,robert,m,lafferty,f,24,8/5/1996, 1  carnarvon  highway  haven , st  george ,4487.0,qld, 07  5560  9391 ,lafferty18@aol.com,graduate-diploma,manager,161548.0, 9788  4146  8477  2280 ,5,2020-01-08t24:12+00:00,robert,m,lafferty,m,21,08/05/1996, 7781  90670  2  2 , 1  carnarvon  highway  haven , st  george ,4487.0,qld,,lafferty18@aol.com,not-married,172,77,26,72,110,0,cataract-surgery-in-right-eye,2017-06-01t11:44+00:00
g145255113,dorothy,jo,underwood,f,30,13/4/1987, 6  Dillane  Street , Hyde  Park ,4812.0,QLD, 07  7248  0926 ,rqkfnbafqa@yahoo.com,graduate-certificate,ict-professional,138859.0, 5045  2346  7881  0584 ,14,2017-11-04T12:37+00:00,dorothy,jo,underwood,f,29,13/04/1987, 1804  72299  2  1 , 390  stratheden  street  wiluna ,stratheden,2470.0,nsw,,rqkfnbafqa@yahoo.com,married-de-facto,196,125,32,78,119,0,urinary-frequency,2016-12-09t02:57+00:00
g119664723,rakiya,kettering,hawes,f,23,6/4/1997, 170  king  road  iona ,harkaway,3806.0,vic, 03  6325  5447 ,hawes.rakiya@mail.com.au,certificate-iii,automotive-worker,97969.0, 8869  0851  7846  6429 ,4,2020-04-09t03:02+00:00,rakiya,kettering,hawes,f,17,06/04/1997, 3128  63274  1  3 , 15  bailey  lane  statene  park ,macedon,3440.0,vic, 03  4873  8341 ,hawes.rakiya@mail.com.au,not-married,184,70,20,78,156,0,syncope-episode,2014-03-14t09:11+00:00
h132876832,ronald,gerard,craig,m,66,11/5/1954, 1  princess  street  flt  3 ,richmond,3121.0,vic, 03  7779  9619 ,craig.ronald@yahoo.com,advance-diploma,legal-professional,95457.0, 6106  5663  5440  2612 ,47,2020-06-20t22:58+00:00,ronald,gerard,craig,m,61,11/05/1954, 8255  94591  2  2 , 1  princess  street  flt  3 ,richmond,3121.0,vic, 03  7779  9619 ,craig.ronald@yahoo.com,not-married,177,88,28,73,169,0,coughing,2015-03-10t11:12+00:00
f196463988,ronald,francis,burgin,f,56,6/9/1964, 23  edith  street  the  real  estate  bloke ,innisfail,4860.0,qld, 07  9416  8804 ,ronald.burgin@hotmail.com,certificate-i,personal-services-worker,36396.0, 6485  2483  7284  3069 ,34,2017-08-18t17:33+00:00,ronald,,burgin,f,49,06/09/1964, 6567  19799  2  1 , 54  duell  road  whitsunday  pandanu ,cannonvale,4802.0,qld, 07  9416  8804 ,ronald.burgin@hotmail.com,not-married,187,87,24,77,173,0,skin-tears,2013-01-12t02:01+00:00
d100341314,elizabeth,martin,freeman,f,53,20/11/1967, 2  weedens  road  kookaburra  garden ,nerang,4211.0,qld, 07  4134  3719 ,elizabeth.freeman@mail.com,bachelor-degree,legal-professional,-9999.0, 0909  9225  3701  7448 ,34,2020-06-16t15:39+00:00,elizabeth,martin,freeman,f,46,20/11/1967, 2454  93267  2  1 , 2  weedens  road  kookaburra  garden ,nerang,,qld, 07  4134  3719 ,elizabeth.freeman@mail.com,married-de-facto,168,63,22,80,182,0,gall-bladder-surgery,2013-01-13t03:50+00:00
e132120845,henry,d,stuteville,f,50,4/10/1970, 1  sugarloaf  road  sugar  loaf ,dungog,2420.0,nsw, 02  8132  7222 ,stuteville.henry@gmail.com,diploma,other-technician,148137.0, 5458  9390  2452  8402 ,31,2020-03-06t21:49+00:00,henry,d,stuteville,f,46,04/10/1970, 4182  36812  2  2 , 81  invermay  road  invermay  farm ,monbulk,,vic, 03  6117  7730 ,stuteville.henry@gmail.com,not-married,179,114,35,73,186,1,diarrhea,2016-03-20t14:47+00:00
f197581801,nadiyra,thompson,hada,f,51,28/9/1969, 1  windmill  road  rum  jungle ,batchelor,845.0,nt, 08  3713  7701 ,hada20@gmail.com,secondary-school,machinary-driver,17120.0, 0060  0503  5239  0398 ,32,2020-02-09t08:32+00:00,nadiyra,thompson,hada,f,48,28/09/1969, 5000  60820  1  1 , 1  windmill  road  rum  jungle ,batchelor,,nt, 08  3713  7701 ,hada20@gmail.com,married,168,102,36,78,214,0,fall,2017-12-05t07:05+00:00
d127419675,william,h,flynn,f,13,10/6/2005, 29  Dunstan  Avenue ,Brunswick,3056.0,VIC, 03  0034  1874 ,edpoobekig@yahoo.com,secondary-school,,-9999.0,,0,2018-09-06T07:49+00:00,william,h,flynn,f,9,10/06/2005, 8603  99201  2  3 , 13  cavenagh  street  carpentaria  house ,darwin,800.0,nt, 08  5425  4606 ,edpoobekig@yahoo.com,,137,43,22,78,266,0,drowsiness,2014-03-05t22:25+00:00
h196361138,kerman,ray,smallwood,f,28,10/11/1992, 100  st  andrews  road  kangaroo  grd , kangaroo  ground ,3097.0,vic, 03  6648  1224 ,smallwood85@aol.com,graduate-diploma,chief-executive,187307.0, 8147  7635  4233  1004 ,8,2019-10-21t12:10+00:00,kerman,ray,smallwood,m,24,10/11/1992, 9020  75858  1  3 , 100  st  andrews  road  kangaroo  grd , kangaroo  ground ,3097.0,vic, 03  6648  1224 ,,not-married,189,90,25,83,161,0,dry-mouth,2016-02-16t18:38+00:00
c159832241,frederick,matthew,smithey,m,32,25/4/1988, 18  commodore  drive  kings  row  south , paradise  waters ,4217.0,qld, 07  4769  3543 ,smithey74@gmail.com,graduate-diploma,legal-professional,101188.0, 2970  2146  7891  6283 ,13,2020-05-08t02:08+00:00,frederick,matthew,smithey,m,31,25/04/1988, 5797  20482  1  2 , 18  commodore  drive  kings  row  south , paradise  waters ,4217.0,qld, 07  4769  3543 ,smithey74@gmail.com,married-de-facto,189,63,17,71,90,0,low-back-pain,2019-04-04t11:50+00:00
g144737860,ariagna,odinalynn,fleming,f,75,6/3/1945, 2  ramsey  road  bimbadgen ,murrumbateman,2582.0,nsw, 02  7176  5326 ,ariagna48@mail.com,certificate-iv,other-worker,-9999.0, 1484  4073  6671  4215 ,56,2020-01-06t12:03+00:00,ariagna,odinalynn,fleming,f,70,06/03/1945, 6556  81277  2  1 , 36  corinna  street  corinna  chambers ,phillip,,act, 02  9002  3117 ,ariagna48@mail.com,married,176,100,32,76,242,0,gerd,2015-11-16t21:23+00:00
a137796690,martin,william,haynes,f,36,17/3/1981, 3651  Mt  Lindesay  Highway , Park  Ridge ,4125.0,QLD, 07  1748  7299 ,martin14@gmail.com,advance-diploma,education-professional,, 6982  0627  1997  4581 ,18,2015-07-17T04:01+00:00,martin,william,haynes,f,34,17/03/1981, 3547  60612  1  2 , 37  sanctuary  drive  fairfield  waters ,idalia,4811.0,qld, 07  5883  6022 ,,not-married,185,135,39,74,234,0,glaucoma---left-eye,2015-08-19t24:38+00:00
g147939014,theresa,victoria,brown,f,61,14/6/1959, 1  duncans  road  karawatha ,meringur,3496.0,vic, 03  5732  4965 ,theresa.brown@mail.com.au,senior-secondary-school,machinary-driver,12122.0, 2398  8578  2991  2907 ,40,2018-02-27t14:44+00:00,theresa,victoria,brown,f,57,14/06/1959, 7624  56339  2  2 , 1  duncans  road  karawatha ,meringur,3496.0,vic, 03  5732  4965 ,theresa.brown@mail.com.au,married-de-facto,199,96,24,77,182,0,low-energy,2016-10-07t03:19+00:00
c135876512,ellen,lenora,parker,f,26,10/9/1994, 2  bronberg  court  regal  palms ,southport,4215.0,qld, 07  4431  5039 ,,certificate-ii,construction-worker,88229.0, 7661  9848  1980  6714 ,6,2019-05-24t22:05+00:00,ellen,lenora,parker,f,22,10/09/1994, 6657  50557  2  2 , 2  bronberg  court  regal  palms ,southport,4215.0,qld,,,married-de-facto,186,142,41,80,85,0,cold,2016-10-10t03:44+00:00
h154263528,forrest,franci,starling,f,51,27/9/1967, 4  King  Place , Kings  Langley ,2147.0,NSW, 02  7657  8786 ,thtsqcblol@mail.com.au,bachelor-degree,health-professional,147992.0, 3452  6763  8650  9824 ,34,2018-07-13T12:29+00:00,forrest,franci,starling,f,46,27/09/1967, 8481  56137  1  1 , 698  sunnyside  road  sunridge ,railton,7305.0,tas,,thtsqcblol@mail.com.au,married,166,127,46,79,210,0,palpitations,2013-02-04t21:01+00:00
b168282187,james,james,riggs,m,68,13/8/1952, 11  Moolyeen  Road , Carey  Park ,6230.0,WA,,riggs16@yahoo.com,certificate-iv,other-worker,-9999.0, 1612  2343  6429  2790 ,49,2020-09-25T15:17+00:00,james,,riggs,f,63,13/08/1952, 2476  42619  2  2 , 40  marcus  clarke  street  canberra  hse , canberra  city ,2601.0,act,,riggs16@yahoo.com,married-de-facto,168,136,48,70,234,0,low-energy,2015-03-01t10:16+00:00
e161877852,charlotte,m,mattocks,f,49,10/11/1971, 10  rolan  court  eton  lodge , palm  beach ,4221.0,qld,,charlotte27@hotmail.com,certificate-ii,health-support-worker,30984.0, 2015  4206  6201  6817 ,30,2020-02-09t01:57+00:00,charlotte,m,mattocks,m,42,10/11/1971, 4361  13580  1  1 , 10  rolan  court  eton  lodge , palm  beach ,4221.0,qld,,,married,194,132,35,71,112,0,parkinson's-disease,2016-03-19t21:41+00:00
a156201830,kaylene,johnson,moore,f,25,2/8/1995, 2  the  avenue  flt  7 ,balaclava,3183.0,vic, 03  6188  9147 ,kaylene.moore@hotmail.com,certificate-iii,other-technician,, 1842  6985  7243  5638 ,6,2020-03-08t20:42+00:00,kaylene,johnson,moore,f,21,02/08/1995, 9798  12791  1  3 , 2  the  avenue  flt  7 ,balaclava,3183.0,vic, 03  6188  9147 ,,not-married,165,-99,41,77,204,0,diarrhea,2016-11-01t16:09+00:00
i115894604,james,lavert,corl,f,25,29/8/1995, 229  port  rush  parade  raafa  estate , meadow  springs ,6210.0,wa, 08  8266  2391 ,,graduate-diploma,manager,151264.0, 1847  6276  9366  8115 ,6,2020-01-24t12:59+00:00,james,lavert,corl,f,20,29/08/1995, 3635  38335  1  3 , 151  cowper  street  dickson  family  practice ,dickson,2602.0,act, 02  1090  7252 ,lilelkpnji@aol.com,separated,188,146,41,70,145,0,degenerative-changes-in-the-cervical-spine,2015-02-05t12:23+00:00
c144668783,amy,huckaby,bellinger,f,21,11/3/1999, 28  newfield  street  birdsong  cottage , sunshine  beach ,4567.0,qld, 07  2465  9863 ,bellinger.amy@hotmail.com,diploma,engineering-worker,, 7028  3954  2033  6179 ,2,2020-05-11t02:18+00:00,amy,huckaby,bellinger,m,14,11/03/1999, 4059  63060  2  3 , 28  newfield  street  birdsong  cottage , sunshine  beach ,4567.0,qld,,,married,164,52,19,75,184,0,dry-mouth,2013-02-24t06:09+00:00
e114774216,jesse,andrew,mathis,f,57,28/4/1963, 6  banyan  street  unt  6 , fannie  bay ,820.0,nt, 08  9930  4291 ,fjihrscrsa@mail.com,diploma,automotive-worker,-9999.0, 8360  2992  2802  9612 ,35,2017-09-08t09:12+00:00,jesse,andrew,mathis,f,56,28/04/1963, 6056  29074  1  1 , 6  banyan  street  unt  6 , fannie  bay ,820.0,nt, 08  9930  4291 ,,married-de-facto,188,74,20,70,200,0,vomiting,2019-05-26t11:15+00:00
e102508696,melanie,colbert,barto,f,59,11/10/1961, 1189  wynnum  road  monte  carlo  cvan  p ,murarrie,4172.0,qld, 07  1367  5737 ,melanie87@yahoo.com,senior-secondary-school,construction-labourer,14096.0, 6345  1857  8729  2139 ,40,2020-07-01t11:19+00:00,melanie,colbert,barto,f,54,11/10/1961, 5090  84573  1  1 , 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  1367  5737 ,melanie87@yahoo.com,not-married,189,55,15,72,198,0,skin-graft,2015-09-04t22:35+00:00
c192775256,cynthis,suddreth,arthur,f,34,30/1/1985, 26  Gillespie  Street ,Weetangera,2614.0,ACT, 02  7350  0543 ,cynthis72@yahoo.com,graduate-diploma,health-professional,-9999.0, 0910  2959  0364  0313 ,13,2016-12-11T10:51+00:00,cynthis,suddreth,brown,f,29,30/01/1985, 7182  81119  2  2 , 295  majestic  drive  parklea  garden  village ,parklea,2768.0,nsw, 02  9116  7180 ,cynthis72@yahoo.com,married,182,111,33,72,167,0,lower-back-pain,2014-09-13t18:51+00:00
e171848482,kevin,michael,magas,f,7,14/6/2013, 80  queen  street  the  specialist  centre ,campbelltown,2560.0,nsw, 02  0976  7332 ,kevin26@yahoo.com,primary-school,,-9999.0,,0,2020-02-17t21:11+00:00,kevin,michael,magas,f,7,14/06/2013, 1612  65401  1  2 , 80  queen  street  the  specialist  centre ,campbelltown,2560.0,nsw,,kevin26@yahoo.com,,127,22,13,74,116,0,lower-back-pain-(related-to-fall),2020-03-08t21:04+00:00
a163838134,adrian,allen,everett,f,41,23/1/1979, 8  Adina  Street ,Toowoomba,4350.0,QLD, 07  2332  7691 ,everett.adrian@aol.com,senior-secondary-school,other-labourer,-9999.0, 7932  8811  0852  0255 ,22,2020-09-04T19:45+00:00,adrian,allen,everett,f,36,23/01/1979, 4340  46576  2  1 , 81  harold  street  frank  whiddon  mas , macquarie  fields ,,nsw,,,married,189,61,17,71,224,0,dizziness,2015-07-09t04:42+00:00
f171507096,sanford,wayne,mace,f,21,9/10/1999, 514  tall  timbers  road  macquarie  shores  van  park , lake  munmorah ,2259.0,nsw, 02  9781  5782 ,mfbsimdibe@gmail.com,certificate-iv,other-worker,81299.0, 9805  8485  8618  5000 ,2,2020-06-08t06:34+00:00,sanford,wayne,mace,f,20,09/10/1999, 7019  83093  1  3 , 514  tall  timbers  road  macquarie  shores  van  park , lake  munmorah ,,nsw, 02  9781  5782 ,mfbsimdibe@gmail.com,not-married,199,83,20,78,105,0,constipation,2019-12-14t05:44+00:00
f123139568,william,john,kemp,m,28,10/9/1991, 2  Alarmon  Crescent ,Dunlop,2615.0,ACT, 02  0105  8528 ,william.kemp@mail.com.au,secondary-school,part-time-worker,9113.0, 3181  6586  9669  5661 ,6,2015-04-04T06:07+00:00,william,john,kemp,f,27,10/09/1991, 9489  65721  1  1 , 90  bryces  road  far  meadow ,berry,2535.0,nsw, 02  2051  5834 ,william.kemp@mail.com.au,married,175,149,48,74,104,0,fall,2018-11-17t04:31+00:00
d182058215,brooke,marsh,milloway,f,17,16/4/2001, 3  Coke  Street ,Hay,2711.0,NSW, 02  6404  7146 ,brooke.milloway@hotmail.com,certificate-iv,construction-worker,-9999.0, 9641  7281  8090  1067 ,0,2018-09-13T24:51+00:00,brooke,marsh,milloway,f,16,16/04/2001, 5610  56228  1  2 , 1  ryrie  street  homeview ,michelago,2620.0,nsw, 02  8577  9497 ,brooke.milloway@hotmail.com,married,183,66,19,74,1,0,fall,2017-06-02t06:30+00:00
e106582034,jaimie,eyuel,robbins,m,18,14/8/2002, 53  the  circuit  blackbutwood ,shellharbour,2529.0,nsw, 02  1164  6315 ,robbins.jaimie@mail.com,senior-secondary-school,casual-worker,, 2890  0979  8574  1764 ,1,2020-01-21t07:24+00:00,jaimie,eyuel,robbins,m,14,14/08/2002, 8324  55146  1  2 , 53  the  circuit  blackbutwood ,shellharbour,,nsw,,robbins.jaimie.mail.com,,167,54,19,79,161,1,upper-respiratory-tract-infection,2017-01-12t21:07+00:00
i115827629,peter,lawrence,vangorder,m,63,11/12/1957, 9  cavenagh  street  national  mutual  centre ,darwin,800.0,nt, 08  5102  9011 ,vangorder.peter@mail.com.au,bachelor-degree,ict-professional,149610.0, 6945  4623  9597  0900 ,44,2020-05-20t02:38+00:00,peter,lawrence,vangorder,m,60,11/12/1957, 9566  49520  1  2 , 9  cavenagh  street  national  mutual  centre ,darwin,,nt, 08  5102  9011 ,vangorder.peter@mail.com.au,married-de-facto,177,70,22,72,161,0,pain:-left-thumb,2017-08-04t08:32+00:00
d131950530,gerson,willie,rosario,f,12,27/3/2008, 40  kaolin  road  virginia  estate ,virginia,835.0,nt, 08  0619  7553 ,rosario97@mail.com,secondary-school,,0.0,,0,2020-07-23t02:52+00:00,gerson,willie,rosario,f,8,27/03/2008, 3543  79245  2  2 , 81  smith  street  aant  house ,darwin,,nt, 08  0619  7553 ,rosario97@mail.com,,123,31,20,81,186,0,fall,2016-10-08t24:11+00:00
a102137310,roosevelt,robert,king,m,55,2/11/1965, 67  sydney  street  mackay  day  &  night  pharmacy  bldg ,mackay,4740.0,qld, 07  5768  0077 ,dkjpgctmpj@aol.com,senior-secondary-school,cleaner,, 8853  7990  1147  4422 ,36,2020-07-10t05:02+00:00,roosevelt,robert,king,m,49,02/11/1965, 2760  68537  1  1 , 45  sutherland  road  lothbeg ,cosgrove,3631.0,vic, 03  6600  3547 ,dkjpgctmpj@aol.com,married,186,67,19,68,177,1,hysterectomy-for-endometrial-cancer,2014-07-22t19:24+00:00
a182796371,brendan,j,ebert,f,39,31/8/1981, 134  bruce  highway  binawalla  garden ,burpengary,4505.0,qld, 07  3890  1161 ,ebert.brendan@mail.com.au,advance-diploma,education-professional,118458.0, 0891  6077  2668  9136 ,14,2014-07-21t17:25+00:00,brendan,j,ebert,f,30,31/08/1981, 7673  51185  2  2 , 134  bruce  highway  binawalla  garden ,burpengary,4505.0,qld,,ebert.brendan.mail.com.au,married,166,71,25,69,170,0,low-energy,2013-12-02t17:51+00:00
h111164853,larry,calvin,cary,f,29,10/4/1988, 2  houtmans  street  joseph  cook  hostel ,rossmoyne,6148.0,wa, 08  7085  9783 ,funderburk.larry@mail.com,graduate-diploma,manager,130487.0, 8010  5761  8357  4515 ,13,2017-02-17T22:07+00:00,larry,,funderburk,m,26,10/04/1988, 9572  91661  1  1 , 84  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa,,,separated,172,58,19,73,217,0,uti,2014-09-23t09:08+00:00
d160313266,stephen,lee,greene,m,27,22/4/1993, 128  terrigal  drive  tingarri  vlge ,terrigal,2260.0,nsw, 02  6149  6684 ,stephen22@yahoo.com,bachelor-degree,ict-technician,90381.0, 1805  0270  0129  5509 ,7,2019-07-27t09:11+00:00,stephen,lee,greene,m,23,22/04/1993, 8820  53017  2  2 , 128  terrigal  drive  tingarri  vlge ,terrigal,2260.0,nsw,,stephen22@yahoo.com,married,167,89,31,77,242,0,rash,2016-03-02t21:44+00:00
h168519901,jeffrey,keith,burns,m,30,14/2/1990, 7  st  john  square  village  on  the  green ,launceston,7250.0,tas, 03  0877  5544 ,burns14@gmail.com,doctoral-degree,chief-executive,118093.0, 6668  6319  0358  0621 ,10,2019-02-14t17:49+00:00,jeffrey,keith,burns,m,30,14/02/1990, 5860  90062  2  1 , 7  st  john  square  village  on  the  green ,launceston,7250.0,tas, 03  0877  5544 ,burns14@gmail.com,married,180,133,41,78,185,0,low-blood-sugar,2020-04-23t14:29+00:00
g192910039,brandon,ray,thompson,m,59,2/8/1961, 1  cantrills  road  billigum  park ,metung,3904.0,vic, 03  5728  5938 ,thompson58@mail.com.au,certificate-i,clerks,30535.0, 4279  3130  0730  4503 ,38,2018-12-10t06:04+00:00,brandon,ray,thompson,f,56,02/08/1961, 4251  76331  1  2 , 1  cantrills  road  billigum  park ,metung,,vic, 03  5728  5938 ,,married,185,-99,20,72,122,0,post-lumbar-puncture-pressure-headache,2017-01-23t04:44+00:00
g151213303,kimberly,anjuli,boysen,f,12,9/12/2008, 127  tenth  avenue  homehill  hostel , home  hill ,4806.0,qld, 07  3014  7318 ,boysen.kimberly@yahoo.com,secondary-school,,0.0,,0,2020-01-06t18:53+00:00,kimberly,anjuli,boysen,f,4,09/12/2008, 4994  69429  1  3 , 146  thewlis  road  cularma ,pakenham,3810.0,vic,,boysen.kimberly.yahoo.com,,104,-99,16,78,190,0,coughing,2012-06-19t07:50+00:00
g136107619,eric,,oakley,m,48,23/8/1972, 100  jabez  street  silverland  roadhouse , broken  hill ,2880.0,nsw, 02  0967  8199 ,oakley.eric@mail.com,advance-diploma,ict-technician,, 8108  8902  9050  3713 ,29,2020-06-19t16:57+00:00,eric,alan,oakley,m,40,23/08/1972, 1268  80695  2  2 , 1  marney  close  hunter  vie  est ,singleton,2330.0,nsw,,oakley.eric@mail.com,married,180,79,24,81,135,1,urinary-urgency,2012-02-25t19:51+00:00
i156894035,w,,little,f,64,20/12/1956, 444  moppett  street  humewood ,hay,2711.0,nsw, 02  9644  2158 ,w.little@mail.com,graduate-certificate,general-manager,-9999.0, 7319  6177  6086  8989 ,45,2020-05-12t19:12+00:00,w,marie,little,f,61,20/12/1956, 5598  48296  2  2 , 444  moppett  street  humewood ,hay,2711.0,nsw, 02  9644  2158 ,w.little@mail.com,married,192,141,38,78,172,0,bilateral-hand-tremor-mild,2017-03-12t07:55+00:00
i121449710,justin,t,money,m,55,19/1/1965, 28  upper  road  st  lawerance  court , california  gully ,3556.0,vic, 03  8063  9788 ,justin4@mail.com.au,graduate-certificate,chief-executive,, 9400  5249  6498  0326 ,36,2020-06-03t20:24+00:00,justin,t,money,m,50,19/01/1965, 4817  31849  1  1 , 28  upper  road  st  lawerance  court , california  gully ,3556.0,vic,,,married-de-facto,180,138,42,73,191,0,subtotal-thyroidectomy,2015-03-24t04:37+00:00
b135760360,jerry,p,rodgers,m,26,16/1/1994, 14  Henrietta  Street ,Towradgi,2518.0,NSW, 02  4228  3265 ,jerry25@yahoo.com,bachelor-degree,education-professional,, 5850  4432  3794  1321 ,7,2020-07-14T06:14+00:00,jerry,p,rodgers,m,25,16/01/1994, 8413  19194  2  3 , 31  dorrit  street  flt  8 ,carlton,,vic, 03  6315  8478 ,,married,183,126,37,72,198,1,nausea,2019-06-09t18:50+00:00
b101138531,heather,faith,owen,f,21,22/8/1995, 34  Dempsey  Street , Mount  Isa ,4825.0,QLD,,howard47@gmail.com,advance-diploma,other-technician,, 6562  7391  9008  7490 ,6,2016-05-13T11:12+00:00,heather,faith,howard,f,16,22/08/1995, 1849  87759  1  2 , 10  brushwood  drive  willow  lodge  caravn  park ,bangholme,3175.0,vic,,howard47.gmail.com,married,187,61,17,79,176,0,3-small-infarcts-on-3t-mri-within-inferior-cerebellar-hemisphere-in-the-distribution-of-pica,2013-09-14t16:24+00:00
i116921889,thongvanh,wade,bynum,m,55,3/8/1962, 75  Henbury  Avenue ,Casuarina,810.0,NT, 08  7674  7620 ,bynum91@gmail.com,senior-secondary-school,cleaner,13956.0, 4266  6444  5103  9881 ,39,2017-12-25T18:37+00:00,thongvanh,wade,bynum,m,53,03/08/1962, 9385  50657  2  1 , 19  crozier  circuit  urambi  vlge ,kambah,2902.0,act, 02  5968  3950 ,bynum91@gmail.com,married,169,77,26,81,113,0,cataracts-surgery,2015-08-17t02:16+00:00
g169420169,anthony,,harker,m,53,12/7/1963, 40  Ferry  Road ,Coraki,2471.0,NSW, 02  7717  7776 ,oiimitiejq@mail.com,bachelor-degree,other-technician,-9999.0, 3146  4146  6250  3273 ,32,2010-08-04T21:54+00:00,anthony,drury,harker,m,54,12/07/1963, 8048  10432  2  1 , 23  maleela  avenue  balwyn  manor ,balwyn,3103.0,vic, 03  8011  0868 ,oiimitiejq@mail.com,married,196,-99,38,67,118,0,shortness-of-breath,2017-08-22t14:56+00:00
i178321749,barbara,dickeson,powell,f,32,27/9/1988, 42  rutherford  avenue  b ,burraneer,2230.0,nsw, 02  6844  6388 ,cmrkmsashi@gmail.com,advance-diploma,education-professional,99237.0, 7256  6103  7305  9230 ,13,2020-06-14t17:56+00:00,barbara,dickeson,powell,f,30,27/09/1988, 4054  61858  1  2 , 42  rutherford  avenue  b ,burraneer,,nsw,,cmrkmsashi@gmail.com,married,181,139,42,78,156,0,right-thumb-dislocation,2018-01-05t18:01+00:00
