ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email,calculated_bmi
e140013180,20, 6366  27415  2  2 ,separated,178,-99,42,81,220,0,fall,2014-11-01t13:04+00:00,26,senior-secondary-school,personal-assistant,21587.111319518444, 5750  5911  8121  7334 ,4,2017-09-03t22:35+00:00,rec-50124,katie,phillips,brown,f,10/10/1994, 1433  mornington-flinders  road  gumboot  lodge , main  ridge ,3928.0,vic, 03  8213  2152 ,katie.brown@mail.com,-31.246054791061734
h122205124,15, 4154  25905  1  3 ,married-de-facto,156,-99,23,73,143,1,stomach-discomfort,2014-05-14t18:39+00:00,21,bachelor-degree,ict-technician,-9999.0, 0255  2849  1121  3776 ,2,2020-07-06t15:58+00:00,rec-78283,albert,gerard,mcneil,f,14/01/1999, 97  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  0230  3815 ,mcneil.albert@gmail.com,-40.68047337278106
a102487944,20, 2111  91411  2  2 ,married,183,-99,41,74,200,1,worsening-shortness-of-breath,2015-05-10t20:51+00:00,25,certificate-iv,ict-technician,93162.0, 1548  1237  5607  1397 ,6,2020-04-25t24:44+00:00,rec-25863,joe,daniel,migielicz,m,13/02/1995, 212  cullane  road  mouquet  farm ,canowindra,2804.0,nsw, 02  3134  9424 ,migielicz97@mail.com,-29.56194571351787
b108481814,41, 6668  79009  1  1 ,married,182,-99,27,76,205,0,left-knee-bruises,2015-04-18t22:39+00:00,46,certificate-iv,construction-worker,71019.0, 6023  5943  2851  3683 ,27,2020-03-27t17:38+00:00,rec-30101,donna,jones,cooley,f,09/01/1974, 2  morell  street  paddy ,mornington,3931.0,vic,,donna.cooley@yahoo.com,-29.887694722859557
g169123748,44, 5693  47599  1  2 ,married,168,-99,20,76,147,0,right-arm-tremor-(worsening),2015-06-04t19:34+00:00,49,graduate-certificate,chief-executive,120239.31503389604, 9909  4379  1647  7940 ,30,2020-07-24t12:08+00:00,rec-17622,wendy,hankins,strang,f,02/04/1971, 1  princes  highway  peektuo , central  tilba ,2546.0,nsw, 02  1719  6620 ,qgepsghdjh@aol.com,-35.0765306122449
c148026632,62, 5754  28406  1  2 ,divorced,173,-99,21,75,203,0,musculoskeletal-pain,2018-06-24t22:08+00:00,64,secondary-school,un-employed,4853.0, 0573  3227  9225  9605 ,45,2020-06-19t12:36+00:00,rec-78324,jack,quincy,hollifield,f,27/01/1956, 8  lyons  drive  pertaringa ,selby,3159.0,vic, 03  9546  9782 ,jack92@yahoo.com,-33.07828527515119
a108816676,20, 6157  56730  2  3 ,not-married,197,-99,20,77,146,0,headaches,2015-06-10t03:16+00:00,25,advance-diploma,education-professional,-9999.0, 6714  8420  5057  7419 ,6,2020-02-08t23:41+00:00,rec-48030,alicia,e,lock,f,08/08/1995, 752  glasshouse  mountains  road  dimboola , glass  house  mountains ,4518.0,qld, 07  4636  8874 ,lock.alicia@mail.com.au,-25.509546754618775
b104667289,63, 9732  56078  1  2 ,not-married,182,-99,19,77,175,0,cough,2015-02-08t14:51+00:00,68,graduate-certificate,ict-professional,85944.0, 0505  6697  3216  3573 ,49,2020-06-25t06:11+00:00,rec-73448,jonathan,h,tucker,f,06/08/1952, 95  springs  road  the  dunes  resort , sussex  inlet ,2250.0,nsw, 02  8220  6976 ,tucker.jonathan@hotmail.com,-29.887694722859557
g179065754,54, 8125  59251  1  1 ,married,198,-99,35,71,134,0,espohageal-discomfort,2013-03-16t05:17+00:00,61,diploma,other-worker,74813.0, 7731  7941  0936  5800 ,42,2020-06-02t07:29+00:00,rec-70919,daniel,durfee,deans,f,17/08/1959, 40  ananda  road  farewell , oyster  cove ,7150.0,tas, 03  3920  6593 ,bfoakchopk@hotmail.com,-25.252525252525253
e169238866,64, 9252  47956  2  2 ,not-married,174,-99,25,76,237,0,sweating,2014-02-01t04:31+00:00,70,bachelor-degree,other-technician,92377.0, 7586  8473  7856  6389 ,51,2020-02-07t22:15+00:00,rec-70999,ray,steven,davies,f,13/05/1950, 360  pateena  road  the  gatehouse ,longford,7301.0,tas, 03  5903  4744 ,ray.davies@aol.com,-32.69916765755053
f184807110,14, 3106  60936  2  2 ,not-married,163,-99,22,80,210,0,fall,2018-06-10t01:35+00:00,16,senior-secondary-school,casual-worker,0.0, 1349  5448  9664  6076 ,3,2020-01-18t02:34+00:00,rec-68637,johnny,lesher,jones,f,22/02/2004, 5  dakkabin  street  raaf  base ,darwin,800.0,nt, 08  8135  3153 ,johnny.jones@yahoo.com,-37.26147013436712
f184807110,14, 3106  60936  2  2 ,not-married,163,-99,22,80,210,0,fall,2018-06-10t01:35+00:00,15,senior-secondary-school,casual-worker,0.0, 1349  5448  9664  6076 ,3,2019-01-24T01:39+00:00,rec-68637,johnny,lesher,jones,f,22/02/2004, 5  dakkabin  street  raaf  base ,darwin,800.0,nt, 03  4414  4912 ,johnny.jones@yahoo.com,-37.26147013436712
d100642167,64, 7180  73592  1  2 ,not-married,179,-99,40,70,143,0,insomnia,2019-04-10t06:35+00:00,65,certificate-ii,automotive-worker,90877.0, 6913  7590  8003  0366 ,46,2020-04-27t02:35+00:00,rec-25614,ralph,lee,white,m,31/01/1955, 12  musgrave  street  kirra  vista ,kirra,4225.0,qld, 07  2276  3605 ,white.ralph@mail.com.au,-30.8979120501857
c111427518,13, 8758  61169  2  3 ,not-married,151,-99,20,81,132,0,musculoskeletal-pain,2016-01-12t20:16+00:00,17,senior-secondary-school,casual-worker,0.0, 1255  5562  5081  0580 ,2,2020-01-17t13:39+00:00,rec-1345,timothy,warren,burch,m,14/10/2003, 91  fishery  point  road  bay  vlge  est , bonnells  bay ,2264.0,nsw, 02  6808  5857 ,timothy11@hotmail.com,-43.41914828297004
i146506899,28, 6024  31677  2  1 ,not-married,185,-99,27,79,162,0,insomnia,2015-08-16t18:06+00:00,33,certificate-ii,personal-services-worker,54875.0, 2200  8800  2228  3843 ,13,2019-11-14t10:17+00:00,rec-90963,arthur,junior,taylor,f,28/07/1987, 925  gembrook  road  the  big  berry , hoddles  creek ,3139.0,vic, 03  1828  4669 ,,-28.926223520818112
b183035993,63, 3982  15917  1  1 ,married,194,-99,36,73,76,0,fall--rib-pain,2016-03-13t02:41+00:00,69,certificate-i,personal-assistant,41720.0, 1540  3571  7713  2556 ,50,2020-06-05t20:34+00:00,rec-76471,william,jason,hebron,f,17/03/1951, 54  buxton  street  buxton  lodge , north  adelaide ,5006.0,sa, 07  7215  4896 ,william.hebron.yahoo.com,-26.304601976830696
i189819768,43, 4508  34775  1  2 ,not-married,190,-99,19,80,194,0,constipation,2018-04-11t22:38+00:00,45,diploma,other-worker,-9999.0, 7403  0358  2042  8619 ,26,2020-05-13t11:29+00:00,rec-86744,ralph,alfred,ligett,f,02/06/1975, 14  dangar  crescent  kingswood  estate ,tamworth,2340.0,nsw, 02  6157  3253 ,ligett.ralph@mail.com,-27.423822714681442
d151413739,53, 8394  97828  2  2 ,married-de-facto,185,-99,30,81,246,0,arthritic-pain---right-foot,2014-07-12t10:52+00:00,59,certificate-iv,other-worker,-9999.0, 2684  2677  0483  9178 ,40,2020-01-26t04:47+00:00,rec-5873,gregory,ernest,stevenson,m,08/09/1961, 5  barrett  drive  floreat  village , alice  springs ,870.0,nt, 08  1574  8532 ,gregory77@mail.com.au,-28.926223520818112
a141992972,51, 1707  74433  1  2 ,separated,183,-99,34,78,89,0,pituitary-abnormality,2013-05-21t12:31+00:00,58,senior-secondary-school,construction-labourer,12588.0, 9159  2048  9070  4446 ,37,2018-04-20t04:43+00:00,rec-29859,matthew,edward,grigg,m,27/05/1962, 21  carrara  street  pindara  medical  centre ,benowa,4217.0,qld,,matthew98@mail.com,-29.56194571351787
i168392088,8, 5936  89511  2  2 ,married,139,-99,11,75,233,0,low-back-pain-post-lp,2016-11-05t22:27+00:00,12,secondary-school,,0.0,,0,2020-04-06t02:09+00:00,rec-65579,lacole,w,roberson,f,09/01/2008, 86  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  0475  5894 ,raeerptepe@aol.com,-51.23958387247038
f171700663,56, 3546  53345  2  1 ,married-de-facto,172,-99,46,71,140,0,went-out-to-dinner-and-got-food-poisoning-requiring-an-er-visit,2014-04-22t02:04+00:00,62,certificate-iv,other-technician,146126.0, 9070  7699  1546  3495 ,38,2015-01-14t01:23+00:00,rec-93125,john,lee,mckenney,f,23/12/1958, 121  cockburn  road  coogee  beach  caravan  park ,coogee,6166.0,wa, 08  5986  3280 ,john83@mail.com.au,-33.46403461330449
e190714525,52, 2129  23015  2  2 ,not-married,180,-99,45,75,243,1,depressive-symptoms,2017-04-17t07:22+00:00,55,advance-diploma,ict-professional,104427.0, 1621  0146  3310  1026 ,36,2020-02-09t01:48+00:00,rec-8234,ella,sellers,dunn,f,01/09/1965, 416  st  kilda  road  aprt  187 ,melbourne,3000.0,vic, 03  8848  1567 ,ella.dunn@yahoo.com,-30.555555555555554
h137789567,22, 5088  28270  1  3 ,not-married,188,-99,17,76,235,1,sepsis,2015-11-01t07:24+00:00,27,diploma,other-technician,124123.0, 2085  4393  7711  6296 ,8,2020-06-18t14:33+00:00,rec-30729,clifton,harper,pardue,m,04/02/1993, 1  crystal  brook  road  fassifern ,proserpine,4800.0,qld, 07  7976  5082 ,oktlhcqkir@aol.com,-28.010411951109102
b101336429,35, 2151  58074  1  2 ,married,193,-99,39,76,170,0,colon-polyp-removed,2018-06-03t17:02+00:00,37,certificate-ii,carer,-9999.0, 0664  6846  7000  8073 ,17,2019-04-25t03:44+00:00,rec-75214,raymond,w,parker,f,30/11/1983, 14  westbury  street  flt  1 , st  kilda  east ,3183.0,vic, 03  0222  8382 ,raymond.parker@hotmail.com,-26.577894708582782
e106840772,56, 1514  10965  1  1 ,married,194,-99,37,76,222,0,squamous-cell-carcinoma-of-right-nose-sidewall,2016-08-16t07:22+00:00,60,certificate-i,secretary,35954.0, 9780  2491  7739  5653 ,33,2012-12-21t04:05+00:00,rec-10436,randy,spencer,patterson,m,23/09/1960, 100  steer  road  beauchamp  street ,kerang,3579.0,vic, 03  5399  2799 ,randy54@yahoo.com,-26.304601976830696
g141614957,27, 6913  95322  1  2 ,not-married,182,-99,17,75,179,0,sciatica---right-leg/foot,2015-09-03t08:07+00:00,32,certificate-i,other-clerical-worker,44254.0, 4975  3268  6355  4529 ,13,2020-07-17t12:58+00:00,rec-54772,karen,caroline,gannfors,f,25/06/1988, 20  boronia  street  flt  12 ,kensington,2033.0,nsw, 02  7735  3533 ,,-29.887694722859557
g143933889,11, 8901  20089  2  2 ,married,133,-99,32,77,165,0,acute-kidney-injury,2017-01-12t03:18+00:00,14,secondary-school,,0.0,,0,2020-03-14t10:21+00:00,rec-36094,jonathan,b,sartor,m,04/03/2006, 497  moto  road  moto  street ,coopernook,2426.0,nsw, 02  1720  3092 ,sartor.jonathan.mail.com,-55.96698513200293
i144874506,10, 6350  58203  2  2 ,married,120,-99,29,81,212,0,musculoskeletal-pain-continuous-from-upper--left-arm-to-neck,2015-10-09t06:38+00:00,15,secondary-school,,0.0,,0,2020-01-11t07:10+00:00,rec-81304,michael,yates,wylie,f,19/02/2005, 342  taylor  street  wyalla  plaza ,toowoomba,4503.0,qld, 07  0003  4525 ,michael.wylie@mail.com,-68.75
b139302583,27, 3395  73603  2  1 ,married,180,-99,37,75,180,0,blurred-vision,2014-10-21t08:08+00:00,33,bachelor-degree,education-professional,91932.08889050112, 6255  3608  8237  5578 ,14,2020-02-04t16:21+00:00,rec-82165,matthew,p,files,f,01/10/1987, 22  goodwin  terrace  goodwin  towers , burleigh  heads ,4220.0,qld, 07  5404  3602 ,matthew20@aol.com,-30.555555555555554
e146940823,17, 5344  33375  2  3 ,married-de-facto,173,-99,29,75,240,0,basal-cell-carcinoma,2013-03-02t09:06+00:00,24,certificate-iv,automotive-worker,69139.0, 1609  1374  5759  5752 ,5,2020-01-19t13:56+00:00,rec-6848,laura,ivy,rich,f,24/04/1996, 26  pacific  highway  rsl , gosford  west ,2250.0,nsw, 02  4399  4755 ,laura71@gmail.com,-33.07828527515119
e123768453,58, 1533  47953  2  1 ,not-married,196,-99,17,73,220,0,agitation,2012-11-03t05:50+00:00,66,certificate-iii,other-worker,69661.0, 6383  7904  0778  7277 ,46,2019-11-13t23:27+00:00,rec-95607,tony,jason,wilson,f,13/02/1954, 28  jeffcott  street  apt  7 , west  melbourne ,3003.0,vic, 03  6481  3074 ,wilson.tony@aol.com,-25.770512286547273
i139210688,32, 5195  31061  2  2 ,married,175,-99,18,70,124,1,cold,2017-06-19t08:06+00:00,35,certificate-iii,ict-technician,113090.0, 5798  4777  7838  7223 ,15,2019-03-24t02:57+00:00,rec-93083,robert,grayson,reavis,f,06/08/1985, 93  birch  road  adeline  village ,wyoming,2250.0,nsw, 02  3657  9090 ,reavis.robert@gmail.com,-32.326530612244895
c196561614,49, 5830  73896  1  2 ,not-married,169,-99,47,76,189,0,breast-cancer,2016-03-17t21:54+00:00,53,certificate-ii,construction-worker,98603.0, 7273  4168  6180  5898 ,28,2014-11-26t16:23+00:00,rec-10389,robert,randolph,whited,m,06/03/1967, 3331  coral  road  benjamin  lagoon , humpty  doo ,836.0,nt, 08  1618  0062 ,oighelkhai@aol.com,-34.6626518679318
c147781267,58, 1936  45305  1  2 ,married,191,-99,38,77,194,0,abdominal-discomfort,2015-07-26t02:05+00:00,65,bachelor-degree,ict-technician,92208.0, 1715  2979  0539  5248 ,45,2019-04-09t22:24+00:00,rec-88512,michael,keith,gilmore,f,04/07/1955, 4475  barmah-shepparton  road  acacia  park ,bunbartha,3634.0,vic, 03  8184  5672 ,michael.gilmore.aol.com,-27.137413996326856
h141127287,56, 9000  13669  2  1 ,married,191,-99,21,70,126,0,leg-fatigue,2016-04-09t23:52+00:00,60,certificate-iv,other-worker,80280.0, 1139  3674  6800  3218 ,34,2013-06-21t09:06+00:00,rec-52276,louise,l,fellers,f,02/06/1960, 1  witwood  kings  highway  witwood ,braidwood,2622.0,nsw, 02  0033  5700 ,,-27.137413996326856
c175090593,22, 6484  61416  2  2 ,married-de-facto,194,-99,23,74,104,0,low-hemoglobin,2017-04-26t18:12+00:00,25,certificate-iii,engineering-worker,69612.87777167367, 3538  8706  3177  7824 ,6,2020-06-19t13:35+00:00,rec-23104,denise,brinson,flynn,f,14/01/1995, 80  seib  street  macian  house ,kilcoy,4515.0,qld, 07  5681  1193 ,flynn18@gmail.com,-26.304601976830696
f197097669,8, 8262  18827  2  3 ,married,121,-99,18,75,161,0,myalgia,2016-09-25t21:28+00:00,12,secondary-school,,-9999.0,,0,2020-01-14t12:50+00:00,rec-49191,karen,louise,ray,f,15/10/2008, 53  old  coach  road  sovereign  garden  villas ,mudgeeraba,4213.0,qld, 07  1975  1531 ,karen.ray@hotmail.com,-67.618332081142
a159952813,72, 9149  78567  1  1 ,married,189,-99,35,75,169,0,fall,2016-02-06t19:30+00:00,76,masters-degree,legal-professional,141157.0, 1065  8341  9702  5467 ,49,2012-09-14t10:52+00:00,rec-92136,jonathan,e,brown,f,30/04/1944, 455  bucketts  way  burnside ,gloucester,2422.0,nsw, 02  0446  1529 ,iljrspsrkg@mail.com,-27.714789619551524
c173946670,22, 1251  13147  1  2 ,not-married,165,-99,45,75,249,0,new-onset-atrial-fibrillation,2013-05-07t04:12+00:00,29,advance-diploma,health-professional,117208.0, 0178  5268  8122  8103 ,10,2020-03-07t19:16+00:00,rec-92524,troy,patrick,johnson,m,12/11/1991, 26  old  murrindindi  road  tikaluna ,glenburn,3717.0,vic, 03  7712  7661 ,troy.johnson@mail.com.au,-36.36363636363637
e139074567,30, 2712  60708  2  2 ,married,182,-99,30,76,238,0,sweating,2016-07-26t16:38+00:00,34,bachelor-degree,art-media-professional,81989.0, 4638  2477  7302  9962 ,14,2019-06-18t21:09+00:00,rec-69609,brian,lee,rash,m,17/03/1986, 21  fulham  road  mater  medical  centre ,pimlico,4812.0,qld, 07  5807  9302 ,brian.rash@mail.com.au,-29.887694722859557
g129480340,37, 5718  92678  2  1 ,married-de-facto,184,-99,31,73,157,0,pain-in-chest-cavity,2018-02-01t01:33+00:00,39,certificate-iii,ict-technician,86308.94722098144, 4041  9945  0485  2086 ,20,2020-05-26t13:06+00:00,rec-12492,robert,wayne,ragland,m,02/06/1981, 104  magnus  street  teramby  court , nelson  bay ,2315.0,nsw, 02  4370  8485 ,ragland.robert@mail.com,-29.24149338374291
e113736161,52, 7163  36561  2  1 ,separated,177,-99,27,71,223,0,fall,2019-06-16t16:16+00:00,53,advance-diploma,education-professional,91814.11023392098, 3875  8092  5164  8342 ,34,2020-02-04t07:29+00:00,rec-26981,christy,carmen,fisher,f,13/10/1967, 12  albermarle  place  cameray  court ,phillip,2606.0,act, 02  1275  8670 ,christy100@mail.com,-31.600114909508758
a192638083,54, 2495  92413  2  2 ,not-married,197,-99,31,78,175,0,mild-depression,2015-04-12t21:03+00:00,59,graduate-certificate,general-manager,181097.0, 2977  7185  7854  2073 ,40,2020-03-15t09:46+00:00,rec-42313,keith,edwin,king,m,27/06/1961, 3331  coral  road  benjamin  lagoon , humpty  doo ,836.0,nt, 08  5287  2561 ,king.keith@mail.com,-25.509546754618775
i137952547,50, 9354  49463  1  2 ,married-de-facto,171,-99,32,74,197,0,trigger-finger-left-hand,2014-04-22t03:06+00:00,56,senior-secondary-school,farm-worker,13222.0, 5361  2111  9389  4665 ,37,2020-03-17t03:58+00:00,rec-25406,james,,stephenson,m,23/11/1964, 48  o'connell  street  beau-rivage , kangaroo  point ,4169.0,qld, 07  9915  9048 ,ndjjgmcagg@aol.com,-33.856571252693136
i121240514,53, 7624  69526  1  2 ,not-married,172,-99,44,67,217,0,rhinitis,2018-09-10t13:24+00:00,55,masters-degree,health-professional,102009.0, 4269  3583  2699  7619 ,36,2020-04-25t04:11+00:00,rec-14224,joseph,harold,almond,m,04/02/1965, 2  deakin  place  villa  1 ,kirrawee,2232.0,nsw, 02  7887  9434 ,gcsdrdrinn@gmail.com,-33.46403461330449
f162203573,18, 1559  12278  1  3 ,married-de-facto,178,-99,23,84,200,0,fall,2016-07-18t21:27+00:00,22,senior-secondary-school,other-clerical-worker,43756.0, 5981  4505  2202  1783 ,3,2020-01-14t13:44+00:00,rec-67267,james,todd,cox,m,29/04/1998, 3  fell  court  aldersy  estate ,kyabram,3620.0,vic, 03  1858  2356 ,james.cox@mail.com.au,-31.246054791061734
d116475267,38, 5351  43097  2  2 ,not-married,196,-99,19,71,117,0,fall,2017-02-07t19:19+00:00,41,bachelor-degree,art-media-professional,112571.0, 4783  7968  8124  5899 ,22,2020-05-07t05:51+00:00,rec-54963,celina,dawn,eades,m,29/10/1979, 2  jersey  street  flt  2 ,balwyn,3103.0,vic, 03  1918  2561 ,qfholkhpmt@mail.com.au,-25.770512286547273
c115257368,8, 7002  64240  1  3 ,married,125,-99,24,80,145,0,diarrhea-(episodic),2014-08-10t08:06+00:00,14,secondary-school,,0.0,,0,2020-03-26t15:33+00:00,rec-45823,cathryn,wright,hunter,f,29/06/2006, 1  cypress  road  cypress  downs  cnr  orchid  close ,bilwon,4880.0,qld, 07  7546  7137 ,cathryn14@yahoo.com,-63.36
b128031073,15, 8153  43901  1  3 ,married,167,-99,23,78,159,1,prostate-resection,2014-11-25t22:14+00:00,21,secondary-school,looking-for-employment,1705.0, 5693  2272  0552  5291 ,2,2020-04-07t06:31+00:00,rec-30043,nancy,t,kaiser,f,20/07/1999, 20  elgin  street  flt  166 ,carlton,3053.0,vic, 03  0220  5647 ,kaiser56@hotmail.com,-35.49786654236437
i171924260,60, 7171  42322  1  1 ,not-married,190,-99,31,76,135,0,fall,2020-01-24t12:21+00:00,60,certificate-iv,ict-technician,135730.0, 0325  3127  6579  8185 ,41,2020-03-03t06:55+00:00,rec-36334,karon,thomasine,mcgee,f,26/12/1960, 5  galeen  drive  castle  glenn  chate , burleigh  waters ,4220.0,qld, 07  0283  7529 ,ftdmrrhmha@gmail.com,-27.423822714681442
h126440097,16, 5323  84231  1  2 ,married,177,-99,20,76,177,0,sleep-apnea-/rx-cpap,2015-11-07t08:48+00:00,21,bachelor-degree,other-technician,90513.53444229436, 1947  5674  9060  4238 ,2,2020-02-26t20:46+00:00,rec-62795,william,quentin,mann,m,19/06/1999, 9  pacific  terrace  shelly  beach ,ballina,2478.0,nsw, 02  7341  7351 ,william.mann@mail.com,-31.600114909508758
d147562816,9, 1701  34953  2  3 ,married,140,-99,12,78,166,0,upper-respritory-infection,2020-06-16t19:58+00:00,9,primary-school,,0.0,,0,2020-04-26t15:20+00:00,rec-89810,christopher,alan,martinelli,f,17/02/2011, 186  twickenham  drive  kingsley  retirement  village ,kingsley,6026.0,wa, 08  6154  6262 ,martinelli6@aol.com,-50.51020408163266
i158273652,23, 4977  31578  2  3 ,married-de-facto,170,-99,42,77,244,0,low-energy,2017-01-11t07:08+00:00,26,certificate-ii,carer,-9999.0, 0169  3267  0501  6803 ,6,2019-04-15t02:04+00:00,rec-99295,brian,christian,locklear,f,12/10/1994, 52  waikiki  crescent  smithsbeach , phillip  island ,3922.0,vic, 03  5446  1073 ,locklear.brian@mail.com,-34.256055363321806
f104035224,21, 8139  92504  2  2 ,not-married,166,-99,53,70,194,1,rash,2018-04-24t09:02+00:00,23,certificate-ii,carer,-9999.0, 6949  1831  3328  7525 ,4,2020-01-09t13:53+00:00,rec-39105,freda,rochelle,west,f,17/04/1997, 95  karalta  road  tarragal  glen , erina  heights ,2260.0,nsw, 02  5995  0277 ,sjkpbgqqft@mail.com,-35.9268398896792
h121579812,36, 7865  73131  2  2 ,widowed,171,-99,38,70,193,0,drowsiness,2017-10-02t13:23+00:00,39,advance-diploma,other-technician,125932.0, 2734  1229  3632  7608 ,16,2016-12-26t23:25+00:00,rec-86509,george,nelson,polson,f,11/08/1981, 4  celeste  court  flt  4 , st  kilda  east ,3183.0,vic, 03  2148  7974 ,george38@mail.com.au,-33.856571252693136
f143008219,6, 1858  70991  2  3 ,married,123,-99,13,71,171,0,ankle-swelling,2020-01-08t21:49+00:00,6,primary-school,,-4180.043258479243,,0,2020-07-27t16:15+00:00,rec-55765,teresa,lynn,meadows,f,19/06/2014, 18  pope  road  hmas  cerberus ,mornington,3931.0,vic, 03  7208  8981 ,meadows100@aol.com,-65.43723973825105
f139727066,7, 5687  41439  2  2 ,married,128,-99,12,70,113,0,low-energy,2014-08-23t14:33+00:00,13,secondary-school,,7880.315142144673,,0,2020-07-12t13:52+00:00,rec-19851,william,phillip,beyer,m,24/07/2007, 462  beams  road  golden  downs ,carseldine,4060.0,qld, 07  9762  9791 ,william.beyer@hotmail.com,-60.4248046875
c187658829,10, 3053  44822  1  2 ,married,122,-99,26,77,219,0,low-energy,2020-07-24t04:56+00:00,9,primary-school,,-9999.0,,0,2019-01-25T01:16+00:00,rec-70001,harold,anthony,brown,f,15/09/2010, 9  canberra  avenue  southside  cvan  park ,fyshwick,2609.0,act,,amhmkfjspc@aol.com,-66.51437785541522
c187658829,10, 3053  44822  1  2 ,married,122,-99,26,77,219,0,low-energy,2020-07-24t04:56+00:00,10,primary-school,,0.0,,0,2020-02-08t24:35+00:00,rec-70001,harold,anthony,brown,f,15/09/2010, 9  canberra  avenue  southside  cvan  park ,fyshwick,2609.0,act, 02  0031  3386 ,amhmkfjspc@aol.com,-66.51437785541522
h167825460,22, 4656  97685  1  3 ,not-married,192,-99,21,80,151,0,intermittent-ventricular-taccycardia,2016-08-24t07:25+00:00,26,bachelor-degree,legal-professional,135875.0, 0455  7858  8107  3242 ,6,2019-05-18t09:10+00:00,rec-67922,alvin,eugene,pohlman,m,13/12/1994, 191  abbott  street  wallamurra  medical  centre ,cairns,4870.0,qld, 07  3030  3428 ,alvin.pohlman@aol.com,-26.85546875
h130871058,48, 8015  54311  1  1 ,separated,188,-99,35,77,87,0,radiation-treatment-on-l-hip,2017-02-12t02:34+00:00,51,diploma,ict-technician,-9999.0, 6316  5602  6993  7979 ,32,2020-01-11t20:37+00:00,rec-47859,adrayll,corbin,frederick,m,25/01/1969, 55  fitzroy  street  apt  2 , surry  hills ,2010.0,nsw, 02  9632  1082 ,adrayll76@mail.com,-28.010411951109102
f177379531,24, 4396  17931  1  2 ,married,188,-99,38,73,209,1,back-pain,2016-08-25t07:32+00:00,28,certificate-ii,construction-worker,75291.0, 8687  7512  2605  5340 ,5,2016-10-08t02:43+00:00,rec-28603,otika,faye,nordsving,f,12/09/1992, 10  leach's  road  strathcedar  street ,wingham,2429.0,nsw, 02  3521  5385 ,nordsving74@yahoo.com,-28.010411951109102
d118444686,65, 4515  45587  1  1 ,married-de-facto,169,-99,47,75,118,0,urinary-frequency,2017-02-27t09:29+00:00,68,diploma,other-technician,-9999.0, 5594  9714  7477  8434 ,45,2016-03-06t16:35+00:00,rec-58395,juanita,diane,hickman,f,26/02/1952, 54  fassifern  street  ettalong  bch  vlge ,ettalong,2257.0,nsw, 02  7724  8626 ,hickman52@mail.com.au,-34.6626518679318
f131860375,74, 1976  79829  1  1 ,married-de-facto,174,-99,35,70,121,0,left-arm-edema,2019-02-17t06:13+00:00,75,secondary-school,construction-labourer,15336.0, 7587  4705  7708  1352 ,56,2020-01-24t07:17+00:00,rec-28758,sydney,victoria,choate,f,10/08/1945, 15  perwell  street  unicorn  manor ,keperra,4054.0,qld, 07  7003  8965 ,sydney41@yahoo.com,-32.69916765755053
d180678522,33, 9607  36990  2  1 ,separated,171,-99,49,73,246,0,small-bowel-obstruction,2019-04-08t14:34+00:00,34,bachelor-degree,ict-technician,139024.0, 2554  2653  7994  6245 ,12,2017-09-12t09:05+00:00,rec-18263,raymond,alan,carpenter,m,04/04/1986, 8  gunnee  street  garage ,delungra,2403.0,nsw, 02  2532  3653 ,carpenter43@mail.com.au,-33.856571252693136
c127330585,48, 8606  95392  2  1 ,married-de-facto,186,-99,34,73,154,1,hoarseness,2015-02-15t21:32+00:00,53,certificate-i,other-service-worker,79302.0, 0021  1452  8084  2133 ,28,2014-08-05t10:22+00:00,rec-63124,eunice,lyn,mojica,f,25/08/1967, 335  new  south  head  road  townhouse  5 , double  bay ,2028.0,nsw, 02  6386  6387 ,mojica.eunice@mail.com.au,-28.61602497398543
h102926317,6, 7940  24107  2  2 ,married,122,-99,15,71,50,0,low-energy,2015-09-14t01:11+00:00,11,primary-school,,0.0,,0,2020-04-19t22:56+00:00,rec-68410,daniel,neal,bowlin,m,20/10/2009, 40  marcus  clarke  street  canberra  hse , canberra  city ,2601.0,act, 02  9600  2063 ,bowlin4@aol.com,-66.51437785541522
d143828525,56, 3321  21999  2  1 ,not-married,184,-99,16,67,167,0,fall,2016-03-26t20:40+00:00,60,secondary-school,casual-worker,-8502.701827926423, 1285  3766  9029  4086 ,38,2017-08-19t09:02+00:00,rec-43283,james,john,lensing,f,16/12/1960, 16  bakker  drive  granny  flat ,bonville,2441.0,nsw, 02  8280  7494 ,james.lensing@yahoo.com,-29.24149338374291
d143828525,56, 3321  21999  2  1 ,not-married,184,-99,16,67,167,0,fall,2016-03-26t20:40+00:00,60,secondary-school,casual-worker,6510.0, 1285  3766  9029  4086 ,38,2017-08-19t09:02+00:00,rec-43283,james,john,lensing,f,16/12/1960, 16  bakker  drive  granny  flat ,bonville,2441.0,nsw, 02  8280  7494 ,james.lensing@yahoo.com,-29.24149338374291
