ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email
c169362580,14, 9653  80212  2  2 ,married,156,55,22,77,161,0,musculoskeletal-pain-shoulders-and-arms,2020-06-23t01:11+00:00,14,secondary-school,,13195.7802154675,,0,2020-01-06t12:39+00:00,rec-25714,david,t,richardson,m,22/12/2006, 40  woodland  close  riverwood  vlge ,albury,2640.0,nsw, 02  5545  1854 ,richardson.david@mail.com
e183191158,58, 5672  17280  1  2 ,married-de-facto,166,101,36,79,145,0,diarrhea,2019-07-08t16:46+00:00,55,advance-diploma,health-professional,-9999.0, 6010  5401  7523  2407 ,39,2015-12-06T16:01+00:00,rec-79266,aaron,w,lam,f,23/08/1961, 3108  gold  coast  highway  mawarra  hse , surfers  paradise ,2611.0,qld, 07  0669  2689 ,aaron.lam@mail.com
f194640496,10, 7079  34252  1  3 ,married,141,62,31,80,175,0,uti,2019-04-26t18:13+00:00,14,secondary-school,,-9999.0,,0,2020-01-19t07:55+00:00,rec-12182,francis,jerry,johnson,m,04/09/2006, 38  cheshunt  street  seacroft , point  lonsdale ,3225.0,vic, 03  7945  3404 ,francis.johnson.mail.com
e175353418,10, 3980  76496  2  2 ,married,123,34,22,75,317,0,rhinorrhea,2015-01-19t23:06+00:00,15,secondary-school,,0.0,,0,2020-03-23t19:28+00:00,rec-29522,samuel,kristen,douglas,m,21/09/2005, 33  karalta  road  villa  42 ,erina,2250.0,nsw, 02  8497  1454 ,akebmegqhl@gmail.com
a117327012,14, 9410  17116  1  3 ,not-married,159,73,28,74,174,1,insomnia,2017-10-17t05:33+00:00,17,senior-secondary-school,casual-worker,0.0, 9844  3110  2284  6791 ,2,2020-06-18t09:54+00:00,rec-61655,jamie,jones,daugherty,f,08/09/2003, 20  senate  street  hollywood  private  hospital ,claremont,6010.0,wa, 08  1957  9825 ,jperqjgjpd@mail.com
f101765568,15, 2975  44324  1  2 ,not-married,170,88,30,69,117,0,fall,2018-06-27t09:17+00:00,17,senior-secondary-school,casual-worker,0.0, 2921  2742  6375  6518 ,2,2020-04-25t13:43+00:00,rec-68914,eleanor,h,jones,f,02/10/2003, 120  dwyers  road  daisy  bank ,gnarwarre,3221.0,vic, 03  3042  1881 ,eleanor42@mail.com.au
b132184903,8, 7209  28605  2  2 ,married,133,25,14,77,122,0,generalized-pruritis,2016-12-10t24:46+00:00,12,secondary-school,,0.0,,0,2020-02-18t15:33+00:00,rec-25578,janice,hill,currin,f,09/09/2008, 50  butler  street  autumn  lodge ,armidale,2350.0,nsw, 02  4662  3527 ,
i152854969,11, 1171  28711  2  2 ,married,154,31,13,70,73,0,type-1-endoleak-abd.-aortic-aneurysm-and-right-iliac-anerysm,2017-02-19t17:35+00:00,14,secondary-school,,11984.62862014018,,0,2020-04-11t05:02+00:00,rec-63826,emily,jean,dumonte,f,10/08/2006, 126  racecourse  road  flt  98 ,flemington,3031.0,vic, 03  3202  3473 ,emily.dumonte@aol.com
i152854969,11, 1171  28711  2  2 ,married,154,31,13,70,73,0,type-1-endoleak-abd.-aortic-aneurysm-and-right-iliac-anerysm,2017-02-19t17:35+00:00,14,secondary-school,,0.0,,0,2020-04-11t05:02+00:00,rec-63826,emily,jean,dumonte,f,10/08/2006, 126  racecourse  road  flt  98 ,flemington,3031.0,vic, 03  3202  3473 ,
d171491644,8, 4279  32822  1  2 ,married,128,27,16,73,239,0,postnasal-drip,2020-03-11t19:08+00:00,8,primary-school,,0.0,,0,2020-04-21t16:57+00:00,rec-80945,delman,andrew,hamilton,f,18/04/2012, 3  rockdale  plaza  apmt  1407 ,rockdale,2216.0,nsw, 02  3263  6715 ,fopciclnom@aol.com
a106564302,10, 5725  99903  1  3 ,married,143,36,17,72,226,0,diarrhea,2017-07-07t18:09+00:00,13,secondary-school,,-9999.0,,0,2020-02-01t22:27+00:00,rec-88283,john,gordon,christenbury,m,13/02/2007, 14  allandale  entrance  mermaid  junction  medical  centre  d4/5  gol , mermaid  waters ,4218.0,qld, 07  8637  2421 ,christenbury.john@mail.com
f169746497,10, 2458  29107  1  3 ,married,124,29,18,76,240,0,head-cold,2016-02-05t07:27+00:00,14,secondary-school,,0.0,,0,2020-02-26t20:42+00:00,rec-55656,richard,aldo,james,m,10/07/2006, 368  oxley  drive  lakeview  court ,coombabah,4216.0,qld, 07  5820  2836 ,james.richard@yahoo.com
f181496886,8, 1155  32049  1  3 ,married,127,38,23,74,133,0,fainting/dizziness,2020-03-23t16:34+00:00,8,primary-school,,-1312.5757748159613,,0,2020-06-02t20:08+00:00,rec-58634,joshua,edward,portilla,m,06/02/2012, 1  studio  drive  villa  corfu ,oxenford,4210.0,qld, 07  9425  1630 ,joshua.portilla@mail.com
e187436529,7, 8854  97843  1  3 ,married,119,24,16,71,112,0,fell,2015-05-27t21:49+00:00,12,secondary-school,,0.0,,0,2020-10-24T19:21+00:00,rec-57405,christopher,lee,connell,m,10/03/2008, 1  fenton  street  yallumbee  retirement  village ,mundaring,6073.0,wa, 08  4857  9850 ,connell26@hotmail.com
e187436529,7, 8854  97843  1  3 ,married,119,24,16,71,112,0,fell,2015-05-27t21:49+00:00,12,secondary-school,,5722.584715264142,,0,2020-04-25t15:19+00:00,rec-57405,christopher,lee,connell,m,10/03/2008, 1  fenton  street  yallumbee  retirement  village ,mundaring,6073.0,wa, 08  4857  9850 ,connell26@hotmail.com
e158324766,16, 5461  11944  1  3 ,not-married,182,88,26,80,202,0,ankle-swelling,2018-12-17t11:43+00:00,18,senior-secondary-school,casual-worker,-9999.0, 0170  7236  9437  0174 ,1,2020-02-17t14:08+00:00,rec-27445,leslie,william,hilton,m,18/05/2002, 254  wongarra  scenic  drive  carlyle  garden ,bargara,4670.0,qld, 07  6478  5877 ,btsarbcjkr@gmail.com
d199353356,12, 3622  50543  1  2 ,married,132,43,24,80,114,0,basal-cell-carcinoma,2018-01-10t01:05+00:00,14,secondary-school,,0.0,,0,2020-05-07t14:29+00:00,rec-55448,dallis,david,koerner,m,11/07/2006, 19  robert  street  flt  2 ,newcastle,2300.0,nsw, 02  6816  7741 ,dallis34@hotmail.com
d125054241,13, 5292  51185  1  2 ,not-married,164,62,23,80,208,0,paranoid-delusions,2015-03-03t24:37+00:00,18,senior-secondary-school,casual-worker,0.0, 8331  2602  9749  3434 ,1,2020-01-05t20:28+00:00,rec-56382,jean,elizabeth,robinson,f,15/11/2002, 8  winnellie  road  kennon's  estate ,winnellie,820.0,nt, 08  8911  6606 ,robinson17@hotmail.com
b106222460,13, 4811  60284  1  2 ,not-married,153,-99,30,74,130,0,right-ear-hearing-loss,2015-06-05t17:22+00:00,18,senior-secondary-school,casual-worker,0.0, 4166  0639  3085  9678 ,1,2020-03-15t23:37+00:00,rec-11666,elsie,faye,anderson,f,12/06/2002, 33  fullers  road  fin-leigh ,inverleigh,3321.0,vic, 03  8485  5468 ,anderson81@mail.com.au
b106222460,13, 4811  60284  1  2 ,not-married,153,-99,30,74,130,0,right-ear-hearing-loss,2015-06-05t17:22+00:00,16,senior-secondary-school,casual-worker,0.0, 4166  0639  3085  9678 ,1,2018-04-11T12:26+00:00,rec-11666,elsie,faye,anderson,f,12/06/2002, 33  fullers  road  fin-leigh ,inverleigh,3321.0,vic, 07  0059  2817 ,anderson81@mail.com.au
e125455295,12, 6721  60334  1  3 ,not-married,156,36,14,73,119,0,depressed-mood,2016-10-07t20:57+00:00,16,senior-secondary-school,casual-worker,0.0, 8610  3373  8659  3328 ,3,2020-06-21t02:43+00:00,rec-91981,kenneth,joseph,ledbetter,f,08/08/2004, 1  collie-blue  street  rp  17668234 ,nandowrie,4722.0,qld, 07  5328  7941 ,ledbetter.kenneth@mail.com
f124082926,5, 7052  17102  1  3 ,married,122,-99,16,72,122,0,vomitting,2020-01-18t03:37+00:00,8,primary-school,,-9999.0,,0,2020-07-18t16:27+00:00,rec-74887,james,william,bucoy,f,01/03/2012, 87  king  street  grenda  grove ,scottsdale,7260.0,tas, 03  7481  8035 ,bucoy.james.mail.com.au
i199155901,9, 7492  72604  2  3 ,not-married,144,31,14,71,191,0,increased-agitation,2012-06-23t08:32+00:00,17,senior-secondary-school,casual-worker,-1135.8086701458833, 2468  0927  3141  2673 ,2,2020-06-15t07:48+00:00,rec-48945,timothy,lee,sadikifu,m,31/05/2003, 180  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  5270  2566 ,timothy.sadikifu@aol.com
a166775197,14, 1191  54207  1  3 ,not-married,168,57,20,74,133,0,coughing,2016-06-03t09:05+00:00,18,senior-secondary-school,casual-worker,-9999.0, 6883  3221  5267  6170 ,1,2020-07-18t12:56+00:00,rec-17428,william,joseph,edens,f,08/11/2002, 7  keith  lane  level  one , fannie  bay ,870.0,nt, 08  5722  0069 ,william.edens@mail.com.au
h118016162,7, 2150  69484  1  2 ,married,125,-99,16,81,127,0,ankle-swelling,2016-04-23t09:05+00:00,11,primary-school,,-537.8432186565133,,0,2020-04-15t06:16+00:00,rec-68004,wilda,marie,mcduffie,f,19/01/2009, 31  cotton  tree  parade  argyle  on  the  park , cotton  tree ,4558.0,qld, 07  1176  4361 ,wilda.mcduffie@gmail.com
b154668782,13, 2595  56919  1  2 ,not-married,145,40,19,72,181,0,drowsiness-(sleeping-more-(12-14-h/night),2015-04-09t14:49+00:00,18,senior-secondary-school,casual-worker,0.0, 1796  2257  8349  7163 ,1,2020-03-10t04:26+00:00,rec-53372,richard,nathan,xue,m,29/03/2002, 11  lerra  road  windella  downs ,lochinvar,2321.0,nsw, 02  2609  5410 ,richard.xue@yahoo.com
f177430208,14, 2179  72293  2  2 ,not-married,145,59,28,75,169,0,intermittent-wandering,2018-01-17t17:51+00:00,16,senior-secondary-school,casual-worker,-3180.4752450556825, 5713  6130  4759  5496 ,3,2020-04-05t14:53+00:00,rec-78444,robert,john,dewitt,f,22/06/2004, 64  smith  street  manolas  bldg ,darwin,800.0,nt, 08  8230  0797 ,dewitt93@mail.com.au
e121148056,2, 5113  89835  1  2 ,married,112,-99,15,69,167,0,headache,2012-10-04t16:41+00:00,13,secondary-school,,0.0,,0,2020-07-09t09:07+00:00,rec-7821,cheryl,l,carter,f,23/03/2007, 1  oasis  drive  oasis  village ,cobram,3644.0,vic, 03  8799  3546 ,cheryl5.yahoo.com
c100265153,12, 2104  80424  2  3 ,not-married,149,37,16,77,177,0,dizziness,2016-05-21t20:47+00:00,16,senior-secondary-school,casual-worker,0.0, 0189  3641  5073  5931 ,3,2020-06-23t03:50+00:00,rec-60233,jackson,david,coley,m,04/09/2004, 2176  main  road  lollara ,grove,7109.0,tas, 03  1890  6285 ,jackson.coley@hotmail.com
e143817421,7, 9273  93127  2  3 ,married,111,23,18,76,177,0,left-shoulder-pain,2015-06-03t11:59+00:00,12,secondary-school,,-9999.0,,0,2020-07-26t04:26+00:00,rec-19143,jacob,fenton,locklear,m,16/10/2008, 47  salamanca  place  flr  2 ,hobart,7000.0,tas, 03  5113  9330 ,jacob1@gmail.com
a121537795,8, 9148  97667  1  3 ,married,144,-99,19,78,207,0,fell-in-his-driveway-while-taking-out-garbage-and-hit-the-back-of-his-head-small-bruise,2018-01-24t17:17+00:00,12,secondary-school,,-9999.0,,0,2020-03-16t17:54+00:00,rec-96649,jon,joseph,clark,f,12/04/2008, 5  greenoaks  avenue  falcon  hill ,cherrybrook,2126.0,nsw, 02  1156  9309 ,jobkleccnm@aol.com
a133902736,9, 4792  16374  1  2 ,married,124,31,20,79,114,0,headache-(3/10-pa-scale,2015-05-02t01:50+00:00,14,secondary-school,,0.0,,0,2020-07-06t14:54+00:00,rec-22094,matthew,shaquil,longley,m,17/02/2006, 118  yallambee  avenue  rsl  retirement  vlge ,gosford,2250.0,nsw, 02  7650  4842 ,matthew33@mail.com
b111430025,19, 1129  62213  2  3 ,married,183,62,18,73,177,0,melenoma-on-left-ear,2016-03-22t05:54+00:00,20,secondary-school,farm-worker,11938.0, 5165  9376  3708  9735 ,4,2017-02-27T24:26+00:00,rec-66849,belinda,little,collins,f,01/06/1997, 45  bundall  road  evandale  medical  centre ,bundall,812.0,qld, 07  9444  6211 ,belinda.collins@aol.com
i124942083,13, 5288  88599  1  3 ,married,141,78,39,75,195,0,worsening-of-glaucoma,2019-09-06t17:11+00:00,14,secondary-school,,0.0,,0,2020-01-26t03:57+00:00,rec-91785,milton,edward,rayle,f,13/06/2006, 247  east  maurice  road  northview ,ringarooma,7263.0,tas, 03  4066  5313 ,rayle.milton@aol.com
c136253561,10, 9223  40837  2  2 ,not-married,122,38,25,86,60,0,dizziness,2014-04-05t20:50+00:00,16,senior-secondary-school,casual-worker,-9999.0, 9195  4199  9933  3893 ,3,2020-02-16t18:26+00:00,rec-32164,jane,i,shoffner,f,10/11/2004, 81  rothes  road  hill  view ,trentham,3458.0,vic,,jane94@aol.com
e175731210,7, 8188  85683  2  3 ,married,113,30,23,72,108,0,esophageal-bleed,2015-01-09t14:38+00:00,12,secondary-school,,0.0,,0,2020-07-23t03:50+00:00,rec-86154,marcus,blair,thomas,f,24/07/2008, 130  gordon  street  ormiston  springs ,ormiston,4160.0,qld, 07  5697  0345 ,thomas72@gmail.com
i113538656,10, 3412  79192  2  2 ,married,143,-99,16,78,171,0,abdominal-discomfort,2020-07-24t05:40+00:00,10,primary-school,,0.0,,0,2020-03-16t05:30+00:00,rec-25959,robert,wayne,atkinson,f,16/09/2010, 160  o  g  road  aldersgate ,felixstow,5070.0,sa, 08  6340  4091 ,robert85@mail.com.au
f120610585,4, 9604  99540  1  3 ,married,100,16,16,76,198,0,cataract-replacement,2012-10-27t13:09+00:00,12,secondary-school,,0.0,,0,2020-01-03t03:07+00:00,rec-24716,george,thomas,grainger,f,12/05/2008, 108  william  street  the  mews  royal  hotel  bldg ,bathurst,2630.0,nsw, 02  4231  9385 ,george.grainger@mail.com
h184492952,6, 7093  29640  1  3 ,married,109,18,15,69,194,0,atrial-flutter,2015-07-25t06:32+00:00,11,primary-school,,0.0,,0,2020-01-12t10:24+00:00,rec-68298,quinten,ernest,clark,m,20/09/2009, 7  hakea  avenue  crystal  wtrs ,yamba,2464.0,nsw, 02  7675  8239 ,jjepftlokm@mail.com.au
b167168983,7, 7952  78679  2  2 ,married,123,26,17,74,134,0,insomnia,2016-02-24t11:12+00:00,11,primary-school,,0.0,,0,2020-03-15t18:07+00:00,rec-30348,raymond,lynn,goforth,m,10/09/2009, 125  santa  cruz  boulevard  rhode  island , clear  island  waters ,4226.0,qld, 07  0246  3761 ,raymond.goforth@mail.com.au
c140812235,12, 9615  31185  1  2 ,not-married,155,36,14,77,226,0,worsening-of-memory,2016-11-26t10:10+00:00,16,senior-secondary-school,casual-worker,0.0, 4179  6608  7735  5245 ,3,2020-06-26t08:45+00:00,rec-17698,frank,jay,wilkes,m,31/07/2004, 1  forrest  road  colac  beach ,barongarook,3810.0,vic, 03  6676  4428 ,frank.wilkes@gmail.com
c115606114,8, 1587  85770  2  2 ,married,118,30,21,81,232,0,depressed-mood,2017-03-16t03:15+00:00,11,primary-school,,0.0,,0,2020-06-22t03:07+00:00,rec-72941,palmer,reid,artis,f,30/06/2009, 20  cypress  avenue  surfers  mayfair , surfers  paradise ,4217.0,qld, 07  9547  6703 ,artis42@mail.com.au
g106745348,9, 8483  58786  2  2 ,married,141,43,21,65,177,0,fall,2016-11-08t01:48+00:00,13,secondary-school,,0.0,,0,2020-03-15t24:15+00:00,rec-26330,stuart,leroy,eriksen,m,06/11/2007, 3696  point  nepean  road  mandalay ,portsea,3000.0,vic, 03  1302  1813 ,stuart.eriksen@mail.com.au
g184312510,11, 1187  94144  2  3 ,not-married,141,53,26,77,171,0,low-vitamin-d,2014-01-15t16:39+00:00,17,senior-secondary-school,casual-worker,0.0, 8313  6366  2599  4022 ,2,2020-05-15t14:26+00:00,rec-55004,john,leslie,karlis,m,25/08/2003, 745  maidens  brush  road  henry  kendall  vlge ,wyoming,2250.0,nsw, 02  4994  3537 ,karlis.john@hotmail.com
g129595960,10, 8728  41771  1  3 ,married,135,29,15,70,223,0,hypercholesterolemia,2016-05-05t20:48+00:00,14,secondary-school,,0.0,,0,2020-01-18t21:37+00:00,rec-61032,michael,reese,perez,m,07/10/2006, 1075  twyford  street  argyle  garden  vlge ,bundaberg,4670.0,qld, 07  1407  6623 ,michael14@mail.com.au
a115354832,56, 2313  79987  1  1 ,not-married,185,113,33,69,175,1,low-energy,2014-07-19t07:31+00:00,59,diploma,construction-worker,81268.0, 1922  2498  8602  9707 ,43,2017-10-13T14:11+00:00,rec-48110,ambar,r,vance,f,05/05/1958, 468  parkwood  road  the  cottage ,macgregor,2615.0,act, 02  8875  1905 ,ambar95@hotmail.com
g135188753,10, 5741  55115  1  3 ,married,123,54,35,73,249,0,increased-symptoms-of-memory-loss,2020-05-01t16:06+00:00,10,primary-school,,0.0,,0,2020-04-17t20:14+00:00,rec-8747,harvey,andrew,harris,m,17/02/2010, 325  collins  street  apt  807 ,melbourne,3000.0,vic, 03  9529  0942 ,harvey3@yahoo.com
e147977684,13, 2423  95175  1  3 ,not-married,136,65,35,76,87,0,wandering,2016-06-17t22:39+00:00,17,senior-secondary-school,casual-worker,0.0, 4313  4228  2965  7382 ,2,2020-05-10t22:02+00:00,rec-68474,george,lane,angel,m,11/10/2003, 56  lachlan  street  kadina , bogan  gate ,2876.0,nsw, 02  7466  2678 ,angel18@gmail.com
b183674575,8, 1693  18307  1  3 ,not-married,132,35,20,73,170,0,kidney-infection,2012-09-20t13:18+00:00,16,senior-secondary-school,casual-worker,0.0, 9881  5147  9691  4051 ,3,2020-01-02t18:26+00:00,rec-69625,phillip,e,waters,m,12/04/2004, 1921  wynnum  road  north  road ,wynnum,4178.0,qld, 07  7822  8569 ,waters5@gmail.com
g119664723,17, 3128  63274  1  3 ,not-married,184,70,20,78,156,0,syncope-episode,2014-03-14t09:11+00:00,21,certificate-iii,automotive-worker,97969.0, 8869  0851  7846  6429 ,4,2018-04-27T18:59+00:00,rec-64404,rakiya,kettering,hawes,f,06/04/1997, 15  bailey  lane  statene  park ,macedon,3440.0,vic, 03  4873  8341 ,hawes.rakiya@mail.com.au
h116765133,10, 8715  28396  2  3 ,married,142,50,24,75,140,0,sleep-apnea,2016-12-01t21:41+00:00,14,secondary-school,,0.0,,0,2020-01-03t18:35+00:00,rec-11189,danny,preston,king,m,23/11/2006, 99  arcadia  valley  street  harrow , arcadia  valley ,4454.0,qld, 07  4773  8436 ,king.danny@gmail.com
d100341314,46, 2454  93267  2  1 ,married-de-facto,168,63,22,80,182,0,gall-bladder-surgery,2013-01-13t03:50+00:00,51,bachelor-degree,legal-professional,105342.0, 0909  9225  3701  7448 ,34,2018-06-27T07:34+00:00,rec-3371,elizabeth,martin,freeman,f,20/11/1967, 2  weedens  road  kookaburra  garden ,nerang,3223.0,qld, 07  4134  3719 ,elizabeth.freeman@mail.com
e133164898,4, 7614  67647  2  3 ,married,98,19,19,77,164,0,wandering,2012-12-04t24:55+00:00,12,secondary-school,,0.0,,0,2020-07-11t03:53+00:00,rec-13559,adam,gregory,barnes,m,02/10/2008, 241  marion  street  granny  flat ,bankstown,2200.0,nsw, 03  7765  4088 ,barnes63@mail.com.au
d105929132,6, 9424  61419  2  3 ,married,107,22,19,71,225,0,fall,2015-12-12t06:19+00:00,11,primary-school,,-3529.3813047597305,,0,2020-02-17t24:01+00:00,rec-3922,april,kemper,head,f,10/04/2009, 57  hunter  street  amp  bldg ,newcastle,2300.0,nsw, 02  5098  8565 ,magsmgelmq@gmail.com
b151149346,15, 3808  83781  2  2 ,not-married,164,75,27,76,109,0,glaucoma,2018-06-18t22:26+00:00,17,senior-secondary-school,casual-worker,0.0, 1004  1087  4677  5610 ,2,2020-05-09t11:43+00:00,rec-64915,therese,jenkins,foxx,f,07/09/2003, 43  exeter  street  torbay ,torquay,4655.0,qld, 07  6076  1614 ,therese.foxx@hotmail.com
f196798919,11, 6880  58844  1  2 ,not-married,168,54,19,70,173,0,fall,2017-02-02t03:33+00:00,16,senior-secondary-school,casual-worker,-9999.0, 2291  5187  2211  7445 ,3,2020-03-23t04:56+00:00,rec-52777,norman,allen,christoffersen,f,28/11/2004, 523  victoria  valley  road  home  hill ,ouse,7140.0,tas, 03  7792  2782 ,norman33.mail.com.au
a121658832,9, 6809  37081  1  3 ,not-married,121,40,27,69,214,0,diarrhea,2012-06-10t15:42+00:00,17,senior-secondary-school,casual-worker,0.0, 0583  2439  3685  1526 ,2,2020-02-12t19:20+00:00,rec-28598,valerie,elizabeth,mccullough,f,19/12/2003, 12  teal  flat  road  teal  flat  street ,mannum,5238.0,sa, 08  7428  7603 ,tefdnnptco@hotmail.com
f129738906,6, 8612  88857  1  3 ,married,122,26,17,72,123,0,blurred-vision,2012-10-03t20:15+00:00,14,secondary-school,,0.0,,0,2020-01-07t17:11+00:00,rec-17506,scott,delno,jones,m,04/03/2006, 1  princes  highway  apple  tree  farm , east  lynne ,2536.0,nsw, 02  7313  4362 ,scott.jones@hotmail.com
d195552321,11, 8885  34909  2  2 ,married,153,39,16,63,104,0,hiccups,2017-04-19t03:49+00:00,14,secondary-school,,0.0,,0,2020-05-17t11:35+00:00,rec-82094,r,william,likely,f,21/09/2006, 30  old  laidley  road  forest  hill , forest  hill ,4342.0,qld, 07  1609  3434 ,r.likely@gmail.com
c159832241,31, 5797  20482  1  2 ,married-de-facto,189,63,17,71,90,0,low-back-pain,2019-04-04t11:50+00:00,28,graduate-diploma,legal-professional,101188.0, 2970  2146  7891  6283 ,13,2016-01-18T12:40+00:00,rec-15697,frederick,matthew,smithey,m,25/04/1988, 18  commodore  drive  kings  row  south , paradise  waters ,4217.0,qld, 07  4769  3543 ,smithey74@gmail.com
f138021640,5, 3732  61344  1  3 ,married,109,18,15,75,181,0,bone-density-test,2020-04-13t10:32+00:00,5,pre-school,,0.0,,0,2020-05-12t19:44+00:00,rec-32741,bonnie,roberts,schmieding,m,08/11/2015, 1  hobart  place  amp  building , canberra  city ,2601.0,act, 02  8043  8470 ,dfnpkhfafh@mail.com
e151288954,11, 5378  14925  2  3 ,not-married,133,-99,39,69,186,0,urinary-tract-infection,2014-04-02t16:34+00:00,18,senior-secondary-school,casual-worker,-2510.624647925115, 5936  8199  3547  2190 ,1,2020-06-06t03:29+00:00,rec-85818,patrick,lamont,walker,f,13/03/2002, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  8302  4436 ,walker47.gmail.com
b179146426,11, 3265  26818  2  2 ,not-married,148,64,29,76,164,0,back-pain,2015-04-13t23:06+00:00,16,senior-secondary-school,casual-worker,-9999.0, 6825  9613  1216  1151 ,3,2020-05-10t14:27+00:00,rec-45925,timothy,jerald,cline,m,21/11/2004, 473  scaysbrook  drive  brentwood  vlge ,kincumber,2450.0,nsw, 02  0131  5453 ,timothy23@gmail.com
f183012005,7, 2081  43885  2  3 ,married,124,23,14,72,228,0,weakness,2020-03-14t17:09+00:00,7,primary-school,,-9999.0,,0,2020-03-19t18:17+00:00,rec-25591,cynthia,marie,oneal,f,04/08/2013, 1  allambee  street  argyle  square ,reid,2612.0,act, 02  6188  9998 ,cynthia.oneal@yahoo.com
i182352458,10, 3483  59562  1  2 ,married,121,38,25,74,208,0,increased-depressed-mood,2017-01-12t21:50+00:00,13,secondary-school,,0.0,,0,2020-01-19t08:09+00:00,rec-1215,dawn,m,nommsen,f,04/06/2007, 167  rowbotham  street  willmington  court ,toowoomba,4350.0,qld, 07  1867  3236 ,nommsen.dawn@mail.com
b116055798,12, 3470  37131  1  3 ,not-married,158,40,16,76,171,0,fall,2014-05-21t10:53+00:00,18,senior-secondary-school,casual-worker,0.0, 8988  7647  2311  7041 ,1,2020-06-08t18:31+00:00,rec-44715,rosemarie,smith,kronmiller,f,23/07/2002, 7  townhead  crescent  maison  dieu ,singleton,2330.0,nsw, 02  7855  5549 ,kronmiller20@yahoo.com
b129764433,9, 9922  93756  1  2 ,married,127,29,17,77,156,0,trip-and-fall,2020-04-03t10:28+00:00,9,primary-school,,0.0,,0,2020-02-13t10:51+00:00,rec-75344,natanael,branden,hagerty,f,01/12/2011, 138  lily  street  st  francis  house ,bendigo,3550.0,vic, 03  5432  7122 ,natanael65@hotmail.com
i161173203,8, 3676  55942  2  2 ,married,137,29,15,77,184,0,urinary-frequency,2016-01-14t15:36+00:00,12,secondary-school,,0.0,,0,2020-06-04t14:36+00:00,rec-76822,collis,harris,loftin,f,19/05/2008, 74  first  avenue  east ,campsie,2194.0,nsw, 02  6434  9171 ,collis.loftin@yahoo.com
d144187308,12, 1965  43885  1  2 ,not-married,145,50,23,79,113,0,frequent-stools,2017-01-17t22:13+00:00,17,senior-secondary-school,casual-worker,0.0, 8487  5336  1082  2066 ,2,2020-03-20t05:51+00:00,rec-94202,joshua,jason,webb,f,15/12/2003, 5  mckay  garden  prfsnl  centre ,turner,2612.0,act, 02  0564  1151 ,joshua.webb@mail.com.au
e154893400,3, 4601  92674  2  2 ,married,115,-99,17,67,141,0,thyroidectomy-for-medullary-&-papillary-cancer,2020-05-27t06:51+00:00,6,primary-school,,0.0,,0,2020-05-10t23:50+00:00,rec-50841,carole,ann,harrell,f,25/06/2014, 66  drummond  street  glenrowan ,perth,7300.0,tas, 03  0163  3725 ,carole92.hotmail.com
c161297554,11, 6103  83551  1  3 ,married,141,-99,29,75,294,0,musculoskeletal-pain-(left)-related-to-strain-injury-during-an-exercise-class,2017-09-20t23:33+00:00,14,secondary-school,,-9999.0,,0,2020-05-22t14:02+00:00,rec-21178,jerry,steve,riddle,m,24/05/2006, 19  nindoo  drive  parklands  est ,morwell,3840.0,vic, 03  9172  2028 ,riddle.jerry@aol.com
h125644153,12, 6795  79485  2  3 ,not-married,135,62,34,63,161,0,vomitting,2015-09-18t15:45+00:00,17,senior-secondary-school,casual-worker,0.0, 6894  9730  4188  8598 ,2,2020-04-24t18:35+00:00,rec-43257,john,dale,hogan,f,09/08/2003, 1121  cassilis  road  merton ,mudgee,2850.0,nsw, 02  6671  7313 ,ksgqfcgqmn@mail.com
g167494531,12, 2136  98427  1  3 ,not-married,141,52,26,73,84,1,abdominal-discomfort,2015-03-17t18:10+00:00,17,senior-secondary-school,casual-worker,0.0, 6470  5103  7850  8695 ,2,2020-04-01t12:33+00:00,rec-18561,dana,courtney,burnette,f,18/07/2003, 760  waverley  street  braemar ,gundy,2337.0,nsw, 02  1664  2344 ,kherktnsal@yahoo.com
i115894604,20, 3635  38335  1  3 ,separated,188,146,41,70,145,0,degenerative-changes-in-the-cervical-spine,2015-02-05t12:23+00:00,22,graduate-diploma,manager,-9999.0, 1847  6276  9366  8115 ,6,2017-08-25T18:51+00:00,rec-90009,james,lavert,corl,f,29/08/1995, 151  cowper  street  dickson  family  practice ,dickson,2602.0,act, 02  1090  7252 ,lilelkpnji@aol.com
c144668783,14, 4059  63060  2  3 ,married,164,52,19,75,184,0,dry-mouth,2013-02-24t06:09+00:00,19,diploma,engineering-worker,-9999.0, 7028  3954  2033  6179 ,2,2018-05-07T21:15+00:00,rec-10766,amy,huckaby,bellinger,m,11/03/1999, 28  newfield  street  birdsong  cottage , sunshine  beach ,4567.0,qld, 02  3141  4063 ,bellinger.amy@hotmail.com
a196868585,17, 2651  57276  2  2 ,not-married,176,89,28,81,122,0,constipation,2019-07-10t12:43+00:00,18,senior-secondary-school,casual-worker,-9999.0, 0601  8074  0358  4989 ,1,2020-06-21t15:09+00:00,rec-35148,evelyn,jane,ringled,f,09/10/2002, 105  torbay  street  flt  15 ,macleod,3085.0,vic, 03  4050  4902 ,ringled37@hotmail.com
